Character Name,Character Notes,Character Set,Player or Boss,Class Name,Class Notes 1,Class Notes 2,FE6 Hex Address,FE7 Hex Address,FE8 Hex Address,Palette Hex
Shez,Male,FE16: Three Houses,Player,Myrmidon,Male,,6,0E,13,007EFF7FFF6B1F4B2E19FA7CD5708F60567B6F5ECA493F429E2D3725CF1CA514
Shez,Male,FE16: Three Houses,Player,Assassin,Male,,,3E,17,007EFF7F9D5FFB464C199E2DFA7C8F60567B6F5E3725353AB752CF35E818A514
Shez,Male,FE16: Three Houses,Player,Swordmaster,Male,,8,10,15,007EFF7FDF57BC369125FA7CD5708F60767F6F5ECA493F429E2D3725AB14A514
Shez,Female,FE16: Three Houses,Player,Myrmidon_F,Female,,7,0F,14,5553FF7FFF6B3F4B2E19FA7CD5708F60567B6F5ECA493F429E2D3725CF1CA514
Shez,Female,FE16: Three Houses,Player,Assassin_F,Female,,,3E,18,007EFF7F9D5FFB464C199E2DFA7C8F60567B6F5E3725353AB752CF35E818A514
Shez,Female,FE16: Three Houses,Player,Swordmaster_F,Female,,9,11,16,007EFF7FDF57BC369125FA7CD5708F60767F6F5ECA493F429E2D3725AB14A514
Byleth,Male,FE16: Three Houses,Player,IkeRanger,,Custom,83,83,83,5553AF3D4E56CB41282D8E392B2DC71CA5147D5FFE42F821FF7F7773B0668941
Byleth,Male,FE16: Three Houses,Player,IkeLord,,Custom,82,82,82,55538E39FA63B242D54E9D4AD431FF6BF9421F4B58322E192B2DC71CA5140000
Byleth,Male,FE16: Three Houses,Player,Mercenary,,FE6 ver.,2,,,5553FF7FC71C2B2D4E5A98774E56CB41F36E8E39FF6B9E4B4F199C42282DA514
Byleth,Male,FE16: Three Houses,Player,Mercenary,Male,FE7/8 ver.,,0A,0F,007EFF7F4E192B2D0C5298774E56CB41F36E8E39DF5FD621282D1F4BC71CA514
Byleth,Male,FE16: Three Houses,Player,Hero,Male,,4,0C,11,007EFF7FFF6B1F4B2E1DFA63B24269219877F36E4E5A8E392B2DC71C372EA514
Byleth,Male,FE16: Three Houses,Player,Ranger,Male,,,,1D,5553FF7FFF4BBD2EF41DC71CFA63B2423F5F9D4AD431EB18FC222B2D2D11A514
Byleth,Female,FE16: Three Houses,Player,EirikaLord,,,CA,CA,2,007EFF7FFF6B1F4B182A2E194E56CB41282D1F5B5846902D8E392B2DC71CA514
Byleth,Female,FE16: Three Houses,Player,EirikaMasterLord,,,CB,CB,4,5553FF7FFF5B1F4BF431FA630F77144B0D321F5B5846902D8E392B2DC71CA514
Byleth,Female,FE16: Three Houses,Player,LynLord,,,C5,2,C5,007EFF7FFF6B1F5B902D4E56CB41282D567B6F5ECA495C468E392B2DC71CA514
Byleth,Female,FE16: Three Houses,Player,BladeLord,,,C7,8,C7,007EFF7FFF6B1F5B902DFA63144B0D32997F12770B565C468E392B2DC71CA514
Byleth,Female,FE16: Three Houses,Player,Myrmidon_F,Female,,7,0F,14,5553FF7FFF6B3F4B2E194E56CB41282D567B6F5ECA49F2498E392B2DC71CA514
Byleth,Female,FE16: Three Houses,Player,Assassin_F,Female,,,3E,18,007EFF7F9D5FFB464C198E39FA63144B567B6F5E2B2D353A8E392B2DC71CA514
Byleth,Female,FE16: Three Houses,Player,Swordmaster_F,Female,,9,11,16,007EFF7FDF57BC369125FA63144B0D32767F6F5ECA49F2498E392B2DC71CA514
Jeralt,,FE16: Three Houses,Player,Cavalier,Male,,20,28,5,007EFF7FFF5B9C73F431B556FA4A12323C22B6193011A9081D4736324E1DA514
Jeralt,,FE16: Three Houses,Player,Paladin,Male,,22,2A,7,007EFF7FFF6FBD2ED131FF27CE39E71C3C22B6193011A908BD7FD5660E4EA514
