Character Name,Character Notes,Character Set,Player or Boss,Class Name,Class Notes 1,Class Notes 2,FE6 Hex Address,FE7 Hex Address,FE8 Hex Address,Palette Hex
Leif,,FE5: Thracia 776,Player,LeifLord,,Custom,84,84,84,5553FF6B1F4B182A7109EB049E1AA514FF7FF6622C4E8B49072D5A0052006329
Leif,,FE5: Thracia 776,Player,SeliphLord,,Custom,86,86,86,344F772A3F37081DEF35D74EBE67FF7FA5141004B01DEB047109D6091F4BFF6B
Leif,,FE5: Thracia 776,Player,Myrmidon,Male,,6,0E,13,007EFF7FFF6B1F4B2E19D6097109EB04567B6F5ECA49DF73F856F039081DA514
Leif,,FE5: Thracia 776,Player,Assassin,Male,,,3E,17,007EFF7F9D5FFB464C19DF737109EB04567B6F5EF856353AD0416C31E820A514
Leif,,FE5: Thracia 776,Player,Swordmaster,Male,,8,10,15,007EFF7FDF57BC369125D6097109EB04767F6F5ECA49DF73F856F039081DA514
Finn_FE5,,FE5: Thracia 776,Player,Cavalier,Male,,20,28,5,007EFF7FFF5BDF7BF43195526659043DE8756659043D82201D4736324E1DA514
Finn_FE5,,FE5: Thracia 776,Player,Paladin,Male,,22,2A,7,007EFF7FFF6FBD2ED131FF27DF7B9552E8756659043D0000BD7FD5660E4EA514
Finn_FE5,,FE5: Thracia 776,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB22939679452EF3D4A295A7FB57ECD59E8756659043DA514
Eyvel,,FE5: Thracia 776,Player,Myrmidon_F,Female,,7,0F,14,5553FF7FFF6B3F4B2E19FF5799363315567B6F5ECA491F337F1EB515EB0CA514
Eyvel,,FE5: Thracia 776,Player,Assassin_F,Female,,,3E,18,007EFF7F9D5FFB464C197F1EFF579936567B6F5EB515353A91212D19C910A514
Eyvel,,FE5: Thracia 776,Player,Swordmaster_F,Female,,9,11,16,007EFF7FDF57BC369125FF5799363315767F6F5ECA491F337F1EB515EB0CA514
Halvan,,FE5: Thracia 776,Player,Fighter,,,0A,12,3F,007EFF7FFF6B1D475A32D6218E250919B97B14736F5E701D7C179512CE0DA514
Halvan,,FE5: Thracia 776,Player,Hero,Male,,4,0C,11,007EFF7FFF6B1F4B2E1D8E252B1DC7149877F36E4E5A7C179512CE0D372EA514
Halvan,,FE5: Thracia 776,Player,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C5210467C179512CE0DA514
Osian,,FE5: Thracia 776,Player,Fighter,,,0A,12,3F,007EFF7FFF6B1D475A32D621EF314A21B97B14736F5E701DD11E0D16690DA514
Osian,,FE5: Thracia 776,Player,Hero,Male,,4,0C,11,007EFF7FFF6B1F4B2E1DEF318C2508199877F36E4E5AD11E0D16690D372EA514
Osian,,FE5: Thracia 776,Player,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E191F3B987FD1660C521626D11E0D16690DA514
Dagdar,,FE5: Thracia 776,Player,Fighter,,,0A,12,3F,007EFF7FFF6B1D475A32D62192210C15B97B14736F5E701DDE26371E6F15A514
Dagdar,,FE5: Thracia 776,Player,Hero,Male,,4,0C,11,007EFF7FFF6B1F4B2E1D92212E19C9109877F36E4E5ADE26371E6F15372EA514
Dagdar,,FE5: Thracia 776,Player,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E19DE26987FD1660C52371E0C7289550639A514
Tanya,,FE5: Thracia 776,Player,Archer_F,Female,,11,19,1A,007EFF7FFF6B1F4B6921941D2F15CA0CFA5FB23E777F5F4B9F3AB525EB14A514
Tanya,,FE5: Thracia 776,Player,Sniper_F,Female,,13,1B,1C,007EFF7FFF6B1F4B2E19941D2F15CA0CFA5FB23E69215F4B9F3AB525EB14A514
Tanya,,FE5: Thracia 776,Player,Ranger_F,Female,,,,1E,5553FF7FFF4BBD2EF41DB23E941D2F155F4B9F3AB525EB14FC22FA5F2D11A514
Marty,,FE5: Thracia 776,Player,Brigand,,,31,39,41,007EFF7FFF6B1D475A32D6217419ED10B97B14736F5E2E195C0AD5052E05A514
Marty,,FE5: Thracia 776,Player,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C5210465C0AD5052E05A514
Marty,,FE5: Thracia 776,Player,Berserker,,,33,3B,43,007EFF7FFF6B1D47392EB51D2E19F65A9877F36E2D56FF075C0AD5052E05A514
Ronan,,FE5: Thracia 776,Player,Archer,Male,,10,18,19,007EFF7FFF6B1F4BA8088D7EEA694749D8193011777F9443AF32CA21E510A514
Ronan,,FE5: Thracia 776,Player,Sniper,Male,,12,1A,1B,007EFF7FFF6B1F4B2E198D7EEA694749D8193011A8089443AF32CA21E510A514
