Character Name,Character Notes,Character Set,Player or Boss,Class Name,Class Notes 1,Class Notes 2,FE6 Hex Address,FE7 Hex Address,FE8 Hex Address,Palette Hex
Garrick,,FE13: Awakening,Boss,Brigand,,,31,39,41,007EFF7FFF6B1D475A32D6215C3A9325B97B14736F5E2E197E351729AF1CA514
Garrick,,FE13: Awakening,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E19DE42987FD1660C52F42D7E35F4248A14A514
Garrick,,FE13: Awakening,Boss,Berserker,,,33,3B,43,007EFF7FFF6B1D47392EB51D2E19F65ADE4237326F21FF077E351729AF1CA514
Raimi,,FE13: Awakening,Boss,Knight_F,Female,,0D,15,0A,007EC6148B29F139503ED952F552E5173557BF6F98464C25F235DE7BFE7BA514
Raimi,,FE13: Awakening,Boss,General_F,Female,,0F,17,0C,007EFF7FBF6FD952F2354C25F139091D59676E5AAA41BA67F552503E8B29A514
Raimi,,FE13: Awakening,Boss,GreatKnight_F,Female,,,,36,007EDE7BBF6FD952F139B752123E6D29C8145A7FB57ECD59F552503E8B29A514
MarthLucina,,FE13: Awakening,Boss,MarthLord,,Custom,85,85,85,5553FF6B9E3B1F4BF92EB0662F5AEB5D8941694146453900E5303000A514821C
MarthLucina,,FE13: Awakening,Boss,Mercenary,,FE6 ver.,2,,,5553FF7FC52C073D4E5A9877AC612841F36E8A59FF6B9E4B4F199C42E630A514
MarthLucina,,FE13: Awakening,Boss,Mercenary_F,Female,FE7/8 ver.,,0A,10,007EFF7F4E19073D0C529877AC612841F36E8A59DF5FD621E6301F4BC52CA514
MarthLucina,,FE13: Awakening,Boss,Hero_F,Female,,5,0D,12,007EFF7FFF6B1F4B2E1DAC612841E6309877F36E4E5A8A59073DC52C372EA514
MarthLucina,,FE13: Awakening,Boss,Ranger_F,Female,,,,1E,5553FF7FFF4BBD2EF41D073DAC612841DE7F5A6F524E2929FC228A592D11A514
MarthLucina,,FE13: Awakening,Boss,Myrmidon,Male,,6,0E,13,5553FF7FFF6B3F4B2E19AC612841E630567B6F5ECA490D768A59073DC52CA514
