Character Name,Character Notes,Character Set,Player or Boss,Class Name,Class Notes 1,Class Notes 2,FE6 Hex Address,FE7 Hex Address,FE8 Hex Address,Palette Hex
O'Neill,,FE8: Sacred Stones,Boss,Fighter,,,0A,12,3F,5553FF7FFF6B1D475A32D6211419CF18B97B14736F5E701D764AB131AA1CA514
O'Neill,,FE8: Sacred Stones,Boss,Hero,Male,,4,0C,11,007EFF7FFF6B1F4B2E1D1419CF148A0C9877F36E4E5A764AB1312B21372EA514
O'Neill,,FE8: Sacred Stones,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C521046764AB131AA1CA514
Breguet,,FE8: Sacred Stones,Boss,Knight,Male,,0C,14,9,55534B05741EF1113A2F3422FF47E5173A2FBD3F7F43D3295A32FF7FFE7BA514
Breguet,,FE8: Sacred Stones,Boss,General,Male,,0E,16,0B,007EFF7FBE6B184FED452935D135A51459676E5AAA41FF473A2F741E4B05A514
Breguet,,FE8: Sacred Stones,Boss,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB229BA5EF3492D3588245A7FB57ECD593A2F741E4B05A514
Bone,,FE8: Sacred Stones,Boss,Brigand,,,31,39,41,5553FF7FFF6B1D475A32D621310DCB08B97B14736F5E2E19115F2952672DA514
Bone,,FE8: Sacred Stones,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C521046115F2952672DA514
Bone,,FE8: Sacred Stones,Boss,Berserker,,,33,3B,43,007EFF7FFF6B1D47392EB51D2E19F65A9877F36E2D56FF07115F2952672DA514
Bazba,,FE8: Sacred Stones,Boss,Brigand,,,31,39,41,5553FF7FFF6B1D475A32D621310DCB08B97B14736F5E2E19B7513425CD1CA514
Bazba,,FE8: Sacred Stones,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C521046B7513425CD1CA514
Bazba,,FE8: Sacred Stones,Boss,Berserker,,,33,3B,43,007EFF7FFF6B1D47392EB51D2E19F65A9877F36E2D56FF07B7513425CD1CA514
Saar,,FE8: Sacred Stones,Boss,Knight,Male,,0C,14,9,5553F120984535359C5AD8397E6BE5173743BA537F43D3295A32FF7FFE7BA514
