Character Name,Character Notes,Character Set,Player or Boss,Class Name,Class Notes 1,Class Notes 2,FE6 Hex Address,FE7 Hex Address,FE8 Hex Address,Palette Hex
Sigurd,,FE4: Genealogy/Holy War,Player,LeifLord,,Custom,84,84,84,5553FF6B1F4B182AC15481389E1AA514FF7FF6622C4E8B49072DC65D243D6329
Sigurd,,FE4: Genealogy/Holy War,Player,SeliphLord,,Custom,86,86,86,344FCE41D6628C31524A1863BD77FF7FA514612CE7208138C15402711F4BFF6B
Sigurd,,FE4: Genealogy/Holy War,Player,Cavalier,Male,,20,28,5,007EFF7FFF5BCB7EF431E761C1548138FD7F16630E4207211D4736324E1DA514
Sigurd,,FE4: Genealogy/Holy War,Player,Paladin,Male,,22,2A,7,007EFF7FFF6FBD2ED131FF27C1548138FD7F16630E420721BD7FD5660E4EA514
Sigurd,,FE4: Genealogy/Holy War,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB2299466EF514A3DA5285A7FB57ECD59FD7F16630E42A514
Naoise,,FE4: Genealogy/Holy War,Player,Cavalier,Male,,20,28,5,007EFF7FFF5BCB7EF431E7615E2B541E1F001800100008001D4736324E1DA514
Naoise,,FE4: Genealogy/Holy War,Player,Paladin,Male,,22,2A,7,007EFF7FFF6FBD2ED131FF27CB7EE7611F00180010000800BD7FD5660E4EA514
Naoise,,FE4: Genealogy/Holy War,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB229F4664F52AA3D05295A7FB57ECD591F0018001000A514
Alec,,FE4: Genealogy/Holy War,Player,Cavalier,Male,,20,28,5,007EFF7FFF5BCB7EF431E761250E8409E712250E8409C2041D4736324E1DA514
Alec,,FE4: Genealogy/Holy War,Player,Paladin,Male,,22,2A,7,007EFF7FFF6FBD2ED131FF27CB7EE761E712250E8409C204BD7FD5660E4EA514
Alec,,FE4: Genealogy/Holy War,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB229F4664F52AA3D05295A7FB57ECD59E712250E8409A514
Arden,,FE4: Genealogy/Holy War,Player,Knight,Male,,0C,14,9,007EA320263D6D1DC95DDA3A6C7AE5173557BD5FD431EA186F25DE7BFE7BA514
Arden,,FE4: Genealogy/Holy War,Player,General,Male,,0E,16,0B,007EFF7FBD5FDA3A4C268819B315A90059676E5AAA41107F6C7AC95D263DA514
Arden,,FE4: Genealogy/Holy War,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB229F4664F52AA3D05295A7FB57ECD596C7AC95D263DA514
Quan,,FE4: Genealogy/Holy War,Player,Cavalier,Male,,20,28,5,007EFF7FFF5BDF7BF43195523315CD10F1398D2D0921A6141D4736324E1DA514
