Character Name,Character Notes,Character Set,Player or Boss,Class Name,Class Notes 1,Class Notes 2,FE6 Hex Address,FE7 Hex Address,FE8 Hex Address,Palette Hex
Caeda,,FE1,Player,PegasusKnight,,,2A,32,48,5553FF7F5C6B78733F479B738155226AC810967FB61C7873186B124A8B31A514
Caeda,,FE1,Player,FalcoKnight,,,2B,33,49,5553FF7F7021DA26FF6BBD4B6B71CF7EC8103C6F98009C6B3867B256C818A514
Caeda,,FE1,Player,WyvernKnight_F,Female,,,,24,55539C7F1F7C1F7C183A5F570D199C3D34295B5EBC393825D020EA1CC718A514
Jagen,,FE1,Player,Cavalier,Male,,20,28,5,5553FF7FFF63F921994A33119C6FD75E7D2DB8108D0C4B045F3B993A9752A514
Jagen,,FE1,Player,Paladin,Male,,22,2A,7,5553FF7FFF637C5FB656BD73FC427826F73D5035CB202C25FC7B586BF55EA514
Jagen,,FE2,Player,GreatKnight,Male,,,,35,5553FF7F5A6FD762F049BD77D97B6F77CC6A5A7FB57ECD59176691610B51A514
Cain,,FE1,Player,Cavalier,Male,,20,28,5,5553FF7FFF63316EF4316B5559087014D824741C6E14C9241D4736324E1DA514
Cain,,FE1,Player,Paladin,Male,,22,2A,7,5553FF7FFF63FB32B12DBF4FFF7F5B5FD82459085408CB183C57B41D2F19A514
Cain,,FE1,Player,GreatKnight,Male,,,,35,55535C5FBF4FFB32B229572E7015EE08EB0C7C27D72A131A5908741CCB18A514
Abel,,FE1,Player,Cavalier,Male,,20,28,5,5553FF7FFF5B316EF4316B554927482270438926C51522251D4736324E1DA514
Abel,,FE1,Player,Paladin,Male,,22,2A,7,5553734EFF6FFB32B12DBF4FFF7F5B5F713F8732C421C418AD350921C814A514
Abel,,FE1,Player,GreatKnight,Male,,,,35,5553DE7BBF4FFB32B229734EAD350921C814291FA71AE825713F8732C421A514
Gordin,,FE1,Player,Archer,Male,,10,18,19,5553FF7FFF631F4B7626EF16080E2515FE7F345B777FB44F4E3FC81AE419A514
Gordin,,FE1,Player,Sniper,Male,,12,1A,1B,5553FF7FFF631F4B2E19EF1608162515FF775B679342FE7F9B7B376FC92DA514
Gordin,,FE1,Player,Ranger,Male,,,,1D,5553FF7F5F3B7D2AD3254702EF16080EDD779A6FF75E3146FC224C373011A514
Draug,,FE1,Player,Knight,Male,,C,14,9,555341306248D11DA959770AEB7DE51735577F3BB93E3432D329FF7FFE7FA514
Draug,,FE1,Player,General,Male,,E,16,B,5553FF7FDF63B942A959273DD325C7085B5F77360E52EC59C9516845052DA514
Draug,,FE1,Player,GreatKnight,Male,,,,35,5553DE7B7F3B770AB229D86EF25D2C49C938125A8C4DE73CA959273DE72CA514
Wrys,,FE1,Player,Parson,,Custom,AF,AF,AF,5553984BFF63FF63D3255F3BFF63787BA5148A4D4F5E787B8A4D4F5E2C25B14A
Wrys,,FE1,Player,Priest,,,14,,45,55539B77FF637D2A2E19FF63FF63FF63F23E2F2A2B5E8A4D0629E330C030A514
Wrys,,FE1,Player,Bishop,Male,FE6 ver.,16,,,5553FF7FFF63FF632D21FF63FF631B318A4D773ED0664F5E984BB14A0629A514
Wrys,,FE1,Player,Bishop,Male,FE7/8 ver.,,1E,2B,5553FF7FFF63FF632D21FF63FF631B314F5E773ED066984BB14A8A4D0629A514
Wrys,,FE1,Player,Sage,Male,,1A,22,27,5553FF7F5F3BFF632E19FF63FF63FF63474DE5400629984BB14A2D3E8729A514
Ogma,,FE1,Player,Mercenary,Male,FE6 ver.,2,,,5553FF632C25D3250C529877BF271A2BF36E782ADE575F3BD3257D2A1232A514
Ogma,,FE1,Player,Mercenary,Male,FE7/8 ver.,,A,F,5553FF634E19D3250C529877BF27D231F36E782ADE57D6211A2B5F3B2C25A514
Ogma,,FE1,Player,Hero,Male,,4,C,11,5553FF635F3B1F4B2C25DE57BF231232596FB562324E4B7A8771C348D325A514
Ogma,,FE1,Player,Ranger,Male,,,,1D,5553FF7FDE577D2A1616504EBF271A2B9C67734ECE394A297C1A5A6B2E09A514
Barst,,FE1,Player,Fighter,,,A,12,3F,5553FF7FBD635F3B7D2AD325684DE72CBE731C5F344694154F5E8A4DE72CA514
Barst,,FE1,Player,Warrior,,,B,13,40,5553FF7FBD635F3B7D2AD3252E195A6B5C6F9552EE451042076A045D203CA514
Barst,,FE1,Player,Hero,Male,,4,C,11,5553FF7FBD635F3BD325CC794769C64CBE771C5F34460C568B5129414865A514
Bord,,FE1,Player,Fighter,,,A,12,3F,5553FF7FDE5F5E3B7D2AD621751D2E195A77F76E315A701DB83EF229EB10A514
Bord,,FE1,Player,Warrior,,,B,13,40,5553FF7FDE5F5E3B7D2AD3252E1935439F5F9A3E16266F1EB6255115EC14A514
Bord,,FE1,Player,Hero,Male,,4,C,11,5553FF7FDE5F7D2A2E1D751D2E25EB14BA462B21A51877368F190A0DD325A514
Cord,,FE1,Player,Fighter,,,A,12,3F,5553FF7FBD5F5E3B7D2AD621B5252F21596F1767524A701D13228D190815A514
Cord,,FE1,Player,Warrior,,,B,13,40,5553FF7FBD5F5E3B7D2AD3252E19B420D746D12D0B194D24B342CE316A25A514
Cord,,FE1,Player,Hero,Male,,4,C,11,5553FF7FBD5F7D2AEA18B525D3252F211963F24549293D02B8158D0C9425A514
Darros,,FE1,Player,Pirate,,,32,3A,42,5553FF7F9F671F4B392E74192E0D9D6F9C6F1663CC3D3E26BD737B67B556A514
Darros,,FE1,Player,Berserker,,,33,3B,43,5553FF7F9F671C535B3274192C19F65A5373F066695E3E26BD775A63F752A514
Darros,,FE1,Player,Warrior,,,B,13,40,5553FF7F9F671F4B5B32D6217419F06A586B6E562629695E1C53363A2C25A514
Castor,,FE1,Player,Hunter,,Custom,9E,9E,9E,5D41DF73FF635F3BD3252C252A4E86393B5B0D15870C0525357B4E6E0525A514
Castor,,FE1,Player,NmdTrooper,Male,,28,30,,5553FF7F48595F3B6E1926352A4E8639376FD45E0E4A6A31B8422C21A614A514
Castor,,FE1,Player,Ranger,Male,,,,1D,5553FE7FFF635F3BA61448592A4E8639376FD45E0E4AC814C91826352C25A514
Lena,,FE1,Player,Cleric,,All verions,15,1D,4A,5553FE7FFF635F3BD3251B2DD7208D18F93E352A3763FE7FFA735573504EA514
Lena,,FE1,Player,Bishop_F,Female,FE6/8 ver.,17,,2C,5553FF7FFF635F3BD3251B2DD720BF2718739D4FFF7FBD731A5F3D4E6F2DA514
Lena,,FE1,Player,Bishop_F,Female,FE7 ver.,,1F,,5553FF7FFF635F3BD325D7208D183D4E1B2DB752146EBD735921D1046F2DA514
Lena,,FE1,Player,Valkyrie,,,25,2D,4C,5553FF7F5F3B7D2A501DCE391B2DD7201D465B26781591245A6BF75E330DA514
Julian,,FE1,Player,Thief,Male,FE6 ver.,34,,,5553FF7FDE5F5F3BD12D3D15B90CB0083A67744EF03D9732133AEA14860CA514
Julian,,FE1,Player,Thief,Male,FE7/8 ver.,,3C,0D,5553FF7FDE5F5F3BD12D3D15B90CB0083A67744EF03D97321A2FEA14860CA514
Julian,,FE1,Player,Assassin,Male,,,3E,17,5553FF7FDE5F5F3BEF2DFE633D15B9087C67323E18531536DE32DA1D7619A514
Julian,,FE1,Player,Rogue,,,,,33,5553FF7FDE5F5F3BD325F4354E29E8183D15B90C11422B29EA6DC350411CA514
Navarre,,FE1,Player,Mercenary,Male,FE6 ver.,2,,,55535F632F00B2240C529B0C2C39CA2C9852F7209E5FBE4232293932A928A514
Navarre,,FE1,Player,Mercenary,Male,FE7/8 ver.,,A,F,55535F632C39B2240C529B0C2C39CA2C9852F7209E5F3932A928BE422F00A514
Navarre,,FE1,Player,Hero,Male,,4,C,11,55537F6F9E5FBE42EA182C39CA2CA928191D1F004E5AD772F1556A39D931A514
Navarre,,FE1,Player,Ranger,Male,,,,1D,5553FF7F9E5FBE42582EB2242C39AA28F07FC7520042E22C9A22F720CA2CA514
Navarre,,FE1,Player,Myrmidon,Male,,6,0E,13,5553FF7F9E5FBE4232292C39A92888207B6F73562A35F720B224CD28EA30A514
Navarre,,FE1,Player,Assassin,Male,,,3E,17,5553FF7F9E5FBE428630B8082C39882017636B2D6E087008E81CC718A514A514
Navarre,,FE1,Player,Swordmaster,Male,,8,10,15,5553FF7F9E5FBE42CA2C2C39CA2C8820386B724E8C2D191DD7104F048D0CA514
Matthis,,FE1,Player,Cavalier,Male,,20,28,5,5553FF7FFF63E669D32524411B2DD720357B4E6E8B3D07315F3B132E2D1DA514
Matthis,,FE1,Player,Paladin,Male,,22,2A,7,5553FF7FFF637D2AD325FF27FF7FB47E2D6AEA512639E520F6624F4E8C2DA514
Matthis,,FE1,Player,GreatKnight,Male,,,,35,55533C4FDD061716B229383AB5211419EC18525A8C4DE73CCD72C859684DA514
Merric,,FE1,Player,Mage,Male,FE6 ver.,18,,,5553FF7FFF635F3B2E19EB18F52E6F1A9777CF6E7225FF634F5E694DE72CA514
Merric,,FE1,Player,Mage,Male,FE7/8 ver.,,20,25,5553FF7FFF635F3B2E195F3BF52E6F1A9777CF6E7225FF634F5E694DE72CA514
Merric,,FE1,Player,Sage,Male,,1A,22,27,5553FE7FFF635F3BE810F52E6F1AEC11DE7B186B9352CA496639062DC614A514
Merric,,FE1,Player,MageKnight,Male,,,,29,5553FF7FFF63DD3A142A8F21F52E4E1A9A57D44668416C10654D86598228A514
Hardin,,FE1,Player,Cavalier,Male,,20,28,5,5553FF7FFF638B59921D294DFF7B5B6BFF7B5B6B7452104A5F3B592E501DA514
Hardin,,FE1,Player,Paladin,Male,,22,2A,7,5553FF7FFF637D2A921DFF27D56A8A51FF7B5B6BD75E7452D752F041092DA514
Hardin,,FE1,Player,GreatKnight,Male,,,,35,5553BD6FDF5BFC32F60D5A5FB54A9546EF395A7FB57ECD591A0DB70C3008A514
Roshea,,FE1,Player,Cavalier,Male,,20,28,5,5553FF7FFF5B1A3DD325B024B66C7254B66C7254AC3487201D47132A0B1DA514
Roshea,,FE1,Player,Paladin,Male,,22,2A,7,5553FF7FFF635F3BB12DDE7BF318C8149829F318D014CB14BE7BD55E8B35A514
Roshea,,FE1,Player,GreatKnight,Male,,,,35,55539E7FFF63DB3A362E5C56B641EE28AB205A7FB57ECD59DF55F9348F20A514
Vyland,,FE1,Player,Cavalier,Male,,20,28,5,5553FF7FFF63EA6D6E2DC340B710710C697AE2616149022D1D47142E0B1DA514
Vyland,,FE1,Player,Paladin,Male,,22,2A,7,5553FF7FFF637D2AD325DF2B0042E22C8E66E855663D4435BD77F666EE3DA514
Vyland,,FE1,Player,GreatKnight,Male,,,,35,5553396F981A5612B229593E94292F157029B22D9429E73CD15E4F52CD45A514
Wolf,,FE1,Player,Nomad,Male,,26,2E,,5553FE635F3B4E0171002A00B66C30451332B0257912D2214E19CA0CAC34A514
Wolf,,FE1,Player,NmdTrooper,Male,,28,30,,5553FE637D2ADD3E783E5A6DB66C30455F3B7D2A7911F1089B2ED3250F21A514
Wolf,,FE1,Player,Archer,Male,,10,18,19,5553FF7FFE635F3B0A15B66C3039AC34D025291D5F6F6608D652EF353342A514
Wolf,,FE1,Player,Sniper,Male,,12,1A,1B,5553FF7FFE675F3B2E19B66C3045AC349C451931D424396B1735B0248C1CA514
Wolf,,FE1,Player,Ranger,Male,,,,1D,5553FF7FFE63DD3ED3255A6DB66C30455F3B7D2A7911F108142E1F7E6F21A514
Sedgar,,FE1,Player,Nomad,Male,,26,2E,,5553FF7FFF635E3BE9668349712E8A1902065115CB0C103E142A4D1D4819A514
Sedgar,,FE1,Player,NmdTrooper,Male,,28,30,,5553FF7FED1E5F3B93294615712E8A19FE73502B230E641DFD4EF41D4F1DA514
Sedgar,,FE1,Player,Archer,Male,,10,18,19,5553FF7FFF635F3BD846712E8A194819ED490841F562313610326C25081DA514
Sedgar,,FE1,Player,Sniper,Male,,12,1A,1B,5553FF7FFF635F3B2E19712E8A1948199B731563ED410D42A70D650DE40CA514
Sedgar,,FE1,Player,Ranger,Male,,,,1D,5553FF7FFF635F3BF41D4615712E8A19FE73502B230E641DFD4EC9214F1DA514
Wendell,,FE1,Player,Mage,Male,FE6 ver.,18,,,5553FF7FFF633F3B2E197A26FF7B1B6BEC7C896C9E2B3F3BD362A955082DA514
Wendell,,FE1,Player,Mage,Male,FE7/8 ver.,,20,25,5553FF7FFF635F3B2E195F3BFF7B1B6BEC7C896C9E2BFF63D362A955082DA514
Wendell,,FE1,Player,Bishop,Male,FE6 ver.,16,,,5553FF7FFF635F3B2C25FF7B5B6B6C3EFF7B4B25B9365B6B4F5E8A4D7452A514
Wendell,,FE1,Player,Bishop,Male,FE7/8 ver.,,1E,2B,5553FF7FFF635F3B2C25FF7B5B6B6C3EFF7B4B25B9364F5E8A4D5B6B7452A514
Wendell,,FE1,Player,Sage,Male,,1A,22,27,5553FF7FFF635F3BAC41FF7B5B6B74524F5E8A4D0629FF7B9A7B596BCF41A514
Wendell,,FE1,Player,MageKnight,Male,,,,29,5553FF7FFF63BD3216224E01FF7B5B6B27064401A755C1249B02D2018F01A514
Rickard,,FE1,Player,Thief,Male,FE6 ver.,34,,,5553FF7FFF635F3B6D212C6288550629F75AD44AAD25542E3E2F7D02F901A514
Rickard,,FE1,Player,Thief,Male,FE7/8 ver.,,3C,0D,5553FF7FFF635F3B6D212C6288550629F75AD44AAD25542E1A477D02F901A514
Rickard,,FE1,Player,Assassin,Male,,,3E,17,5553FF7FFF635F3BE41C4C562C6288557C6332368841EA450A4AC6200825A514
Rickard,,FE1,Player,Rogue,,,,,33,5553FF7FFF635F3B2E191A47542E6D212C628855081DA514FD2A5D02D701A514
Bantu,,FE1,Player,Mamkute,,FE6 ver.,38,,,5553FF7F5936F5312E1D9B3A7721F418F8119421D2317A0455048D10C81CA514
Bantu,,FE1,Player,FireDragon,,FE6 ver.,3A,,,55535C21FF639F465D115C421F005C21391D1619F314D110A80C9F461C320A04
Bantu,,FE1,Player,FireDragon,,FE7 ver.,,46,,B9675F531C325C21391DF314DB3AF00C8F08BF7FFF03DF02FE091F00BB006C00
