Character Name,Character Notes,Character Set,Player or Boss,Class Name,Class Notes 1,Class Notes 2,FE6 Hex Address,FE7 Hex Address,FE8 Hex Address,Palette Hex
Lyn,,FE7: The Blazing Blade,Player,LynLord,,,C5,2,C5,5553FF7FFF6B3F3F711D4933641A8415567B6F5ECA499E1A927FA87E4369A514
Lyn,,FE7: The Blazing Blade,Player,BladeLord,,,C7,8,C7,5553FF7FFF6B3F3F711D4933641AA311997F12770B569E1A496F69628255A514
Lyn,,FE7: The Blazing Blade,Player,Myrmidon_F,Female,,7,0F,14,5553FF7FFF6B3F4B2E194933641A8415567B6F5ECA49927FA87E4369A234A514
Lyn,,FE7: The Blazing Blade,Player,Assassin_F,Female,,,3E,18,5553FF7F9D5FFB464C19A87E49338415567B6F5E4369353A4933641A8415A514
Lyn,,FE7: The Blazing Blade,Player,Swordmaster_F,Female,,9,11,16,007EFF7FDF57BC3691254933641A8415567B6F5ECA49927FA87E4369A234A514
Kent,,FE7: The Blazing Blade,Player,Cavalier,Male,,20,28,5,5553FF7FFF5B737FF431AA79FE36B8159F26DE0017002A001D4736324E1DA514
Kent,,FE7: The Blazing Blade,Player,Paladin,Male,,22,2A,7,5553FF7FFF6FBD2ED131FF27EE7E866D9F26DE0017002A00BD7FD5660E4EA514
Kent,,FE7: The Blazing Blade,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB2297B6FD65A31468C315A7FB57ECD599F26DE001700A514
Sain,,FE7: The Blazing Blade,Player,Cavalier,Male,,20,28,5,5553FF7FFF5BB07FF431297AF51E6726A757E24A40462A391D4736324E1DA514
Sain,,FE7: The Blazing Blade,Player,Paladin,Male,,22,2A,7,5553FF7FFF6FBD2ED131FF27EE7E866DA757E24A40464631BD7FD5660E4EA514
Sain,,FE7: The Blazing Blade,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB2297B6FD65A31468C315A7FB57ECD59A757E24A4046A514
Florina,,FE7: The Blazing Blade,Player,PegasusKnight,,,2A,32,48,5553FF7F7021BF2EFF6BFF3F154EFD6EC810EB7E056ED87F5373AE6EE230A514
Florina,,FE7: The Blazing Blade,Player,FalcoKnight,,,2B,33,49,5553FF7F70219E36FF6BFF3F154EFD6EC810EB7E056ED87F5373AE6EE2306310
Florina,,FE7: The Blazing Blade,Player,WyvernKnight_F,Female,,,,24,007EFF7F1F7C0000183A1E4BB02D587B6F62F2765976D3592D3DA720C810A514
Wil,,FE7: The Blazing Blade,Player,Archer,Male,,10,18,19,5553FF7FFF6B1F4B2E19BB2EB7090E01BF53DA3E777FFB7F8E73A45AA23DA514
Wil,,FE7: The Blazing Blade,Player,Sniper,Male,,12,1A,1B,5553FF7FFF6B1F4B2E19BB2EB7090E01567B6F5ECA49FB7F8E73A45AA23DA514
Wil,,FE7: The Blazing Blade,Player,Ranger,Male,,,,1D,5553FF7FFF4BBD2EF41DAA61B7090E01F57F8E73A45AA23DFC22707E2D11A514
Dorcas,,FE7: The Blazing Blade,Player,Fighter,,,0A,12,3F,5553FF7FFF6B1D475A32D6211B001004B97B14736F5E701D7D1BD8121402A514
Dorcas,,FE7: The Blazing Blade,Player,Hero,Male,,4,0C,11,007EFF7FFF6B1F4B2E1D181DD31CEE249877F36E4E5A7D1BD8121402372EA514
Dorcas,,FE7: The Blazing Blade,Player,Warrior,,,0B,13,40,5553FF7FFF6BFF465A32D6212E199577987FD1660C528B627D1BD8121402A514
Serra,,FE7: The Blazing Blade,Player,Cleric,,FE6/8 ver.,15,,4A,5553FF7FFF6B1F4B2E191F633F3E7908FB3E352AD26A7E7F9C7E9561CE3CA514
Serra,,FE7: The Blazing Blade,Player,Cleric,,FE7 ver.,,1D,,5553FF7FFF6B1F4B2E191F633F3E7908FB3E352AD26A7E7F9C7E9561CE3CA514
Serra,,FE7: The Blazing Blade,Player,Bishop_F,Female,FE6/8 ver.,17,,2C,5553FF7FFF6B1F472F193F3E7908FF431873F26B036F1C73396A314DAC34A514
Serra,,FE7: The Blazing Blade,Player,Bishop_F,Female,FE7 ver.,,1F,,5553FF7FFF6BFF32731D3F3E7908FF0B3F63F26B036F1C73396A314DAC34A514
Serra,,FE7: The Blazing Blade,Player,Valkyrie,,,25,2D,4C,007EFF7FDF57DD3A501DCA413F3E79081C73396A314DEF40FA7F3377AC34A514
Erk,,FE7: The Blazing Blade,Player,Mage,Male,FE6 ver.,18,,,5553FF7FFF6B1F4B2E1938361B76F14CE87E656D00449F6B5F221B001004A514
Erk,,FE7: The Blazing Blade,Player,Mage,Male,FE7/8 ver.,,20,25,5553FF7FFF6B1F4B2E1972561B76F14CE87E656D00449C775F221B001004A514
Erk,,FE7: The Blazing Blade,Player,Sage,Male,,1A,22,27,134BFF7FFF6B1F4B2E191C76F768F14CE87E656D00449F6B5F221B001004A514
Erk,,FE7: The Blazing Blade,Player,MageKnight,Male,,,,29,007EFF7FDF57DD3A162E4E1DF768F14CE87E656D5F221B005F221B001004A514
Rath,,FE7: The Blazing Blade,Player,Nomad,Male,,26,2E,,5553FF7FDF57DD3AFC151401702EC71DF07F0F7FA8798454193F52328311A514
Rath,,FE7: The Blazing Blade,Player,NomadTrooper,Male,,28,30,,5553FF7FFC15DD3AD5111401102BC91DF07F0F7FA8798454BE37971E0E15A514
Rath,,FE7: The Blazing Blade,Player,Hunter,,Custom,9E,9E,9E,5553FF7FFF6B1F4B182A2E19702EC71D0F7FA87984548711FC151401AD00A514
Rath,,FE7: The Blazing Blade,Player,Archer,Male,,10,18,19,007EFF7FFF6B1F4B4919702EC71D8311383F5132777F9F2AFC151401AD00A514
Rath,,FE7: The Blazing Blade,Player,Sniper,Male,,12,1A,1B,007EFF7FFF6B1F4B2E19702EC71D8311383F513249199F2AFC151401AD00A514
Rath,,FE7: The Blazing Blade,Player,Ranger,Male,,,,1D,5553FF7FBE37DD3AD5111401102BC91DF07F0F7FA8798454FC22FC150E15A514
Matthew,,FE7: The Blazing Blade,Player,Thief,Male,FE6 ver.,34,,,5553FF7FFF6B5F25D008BF37DF2E9705567B6F5E88411719AF77CA5A8545A514
Matthew,,FE7: The Blazing Blade,Player,Thief,,FE7/8 ver.,,3C,0D,5553FF7FFF6BFF42D008BF37DF2E9705567B6F5E884117195F25CA5A8545A514
Matthew,,FE7: The Blazing Blade,Player,Assassin,Male,,,3E,17,5553FF7FFF6B3F3FEE18190D7F23DE19567B6F5EF310353A8F3EEA290411A514
Matthew,,FE7: The Blazing Blade,Player,Rogue,,,,,33,007EFF7FFF6BFC522E195F251719D0087F23DE19EF3D29258F3EEA290411A514
Nils,,FE7: The Blazing Blade,Player,Bard,,FE6 ver.,36,,,5553FF7FFF6B3F4F2E199273C266654D1A3B981ED109D74B4C3FC74EC445A514
Nils,,FE7: The Blazing Blade,Player,Bard,,FE7 ver.,,41,46,5553FF7FFF6B3F4F2E199273C266654D1A3B981ED109D74B4C3FC74EC445A514
Lucius,,FE7: The Blazing Blade,Player,Parson,,Custom,AF,AF,AF,5553186F9601BF4B2E191E37FF6BFF7FA514445961764F7F61764F7F2931EF49
Lucius,,FE7: The Blazing Blade,Player,Monk,,,,1C,44,5553FF7FFF6B3F4F9125BF4B1F279601FB3E352AD26AD97F4F7F61764459A514
Lucius,,FE7: The Blazing Blade,Player,Bishop,Male,FE6 ver.,16,,,5553FF7FFF6BBF222E191F279601FF0BD509F26B2B6FB77FCC7261764459A514
Lucius,,FE7: The Blazing Blade,Player,Bishop,Male,FE7/8 ver.,,1E,2B,5553FF7FFF6B1F472F191F279601BF4BE97EF26B2B6FB77FCC7261764459A514
Lucius,,FE7: The Blazing Blade,Player,Sage,Male,,1A,22,27,007EFF7FFF6B1F4B2E19BF4B1F2796019C7F186F5256D97F4F7F61764459A514
Wallace,,FE7: The Blazing Blade,Player,Knight,Male,,0C,14,9,5553CE399452894D39678F5EBD77E5173557DE7B7F43D3295A32FF7FFE7BA514
Wallace,,FE7: The Blazing Blade,Player,General,Male,,0E,16,0B,5553FF7FBD5FDA3A1109AC08B315A90059676E5AAA41FF7F9C73F75EEF3DA514
Wallace,,FE7: The Blazing Blade,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB229D65A31468C31E71C5A7FB57ECD5939679452CE39A514
EliwoodFE7,,FE7: The Blazing Blade,Player,EliwoodLord,,,,1,,5553FF7F9E631F4B392A5A001F2052009877D26ACB49737F6C7668618550A514
EliwoodFE7,,FE7: The Blazing Blade,Player,KnightLord,,,,7,,5553FF7F9E631F4B392A5A001F2052009877D26ACB49737F6C7668618550A514
EliwoodFE7,,FE7: The Blazing Blade,Player,LeifLord,,,84,84,84,5553FF6B1F4B7B2A1F2052009E3FA5146C7668618550BD7F945A5A0052006329
