Character Name,Character Notes,Character Set,Player or Boss,Class Name,Class Notes 1,Class Notes 2,FE6 Hex Address,FE7 Hex Address,FE8 Hex Address,Palette Hex
Damas,,FE6: The Binding Blade,Boss,Brigand,,,31,39,41,5553FF7FFF6B1D475A32D621BE1DF700B97B14736F5E2E191C3B57227001A514
Damas,,FE6: The Binding Blade,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C5210461C3B57227001A514
Damas,,FE6: The Binding Blade,Boss,Berserker,,,33,3B,43,007EFF7FFF6B1D47392EB51D2E19F65A9877F36E2D56FF071C3B57227001A514
Ruud,,FE6: The Binding Blade,Boss,Knight,Male,,0C,14,9,55530E409860D3197C79142ADE7AE517E5179F037F43D3297B36FF7FFF57A514
Ruud,,FE6: The Binding Blade,Boss,General,Male,,0E,16,0B,007EFF7F9F03BA0EED452935D319EA0C59676E5AAA41DE7A7C7998607040A514
Ruud,,FE6: The Binding Blade,Boss,GreatKnight,Male,,,,35,007EDE7B9F03BA0ED3199752F23D4D29A8145A7FB57ECD597C7998607040A514
Slater,,FE6: The Binding Blade,Boss,Knight,Male,,0C,14,9,5553F0003901B615FF0157263F4FE517E517DD6F7F43D3297B36FF7FFE7BA514
Slater,,FE6: The Binding Blade,Boss,General,Male,,0E,16,0B,007EFF7FBE6B184FED452935D135A51459676E5AAA413F4FFF013901F000A514
Slater,,FE6: The Binding Blade,Boss,GreatKnight,Male,,,,35,007EDE7BBE6B184FD1359752F23D4D29A8145A7FB57ECD59FF013901F000A514
ErikFE6,,FE6: The Binding Blade,Boss,Cavalier,Male,,20,28,5,5553FF7FFF6F737FF431AA791837AF19FC375933911EAB093D4F783A4E1DA514
ErikFE6,,FE6: The Binding Blade,Boss,Paladin,Male,,22,2A,7,5553FF7FFF6F1F3FF431FF271837AF19FC375933911EAB093D4F783A4E1DA514
ErikFE6,,FE6: The Binding Blade,Boss,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB229783AF32D4E1DA9105A7FB57ECD595933911EAB09A514
Dory,,FE6: The Binding Blade,Boss,Brigand,,,31,39,41,5553FF7FFF6B1D475A32D621F82A1106B97B14736F5E2E19FC6A175A6E35A514
Dory,,FE6: The Binding Blade,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C521046FC6A175A6E35A514
Dory,,FE6: The Binding Blade,Boss,Berserker,,,33,3B,43,007EFF7FFF6B1D47392EB51D2E19F65A9877F36E2D56FF07FC6A175A6E35A514
Wagner,,FE6: The Binding Blade,Boss,Shaman,Male,,1C,24,2D,007EFF7FFF6BDF2E2E197B1B3A1693215F16D811300DD2596E45E92C8518A514
Wagner,,FE6: The Binding Blade,Boss,Druid,Male,,1E,26,2F,007EFF7FFF6B1F4B2E19FF1B9E1A52095F16D811300DD2596E45E92C8518A514
Wagner,,FE6: The Binding Blade,Boss,Summoner,Male,,,,31,007EFF7FFF6B1F4B2E19FF1B9E1AEF3D4A29FF2A5F16D811D2596E45E92CA514
Debias,,FE6: The Binding Blade,Boss,Knight,Male,,0C,14,9,5553F0003901B615FF0157263F4FE517E517DD6F7F43D3297B36FF7FFE7BA514
Debias,,FE6: The Binding Blade,Boss,General,Male,,0E,16,0B,007EFF7FBE6B184FED452935D135A51459676E5AAA413F4FFF013901F000A514
Debias,,FE6: The Binding Blade,Boss,GreatKnight,Male,,,,35,007EDE7BBE6B184FD1359752F23D4D29A8145A7FB57ECD59FF013901F000A514
Legance,,FE6: The Binding Blade,Boss,Knight,Male,,0C,14,9,007E6828AF4CB3155459DA3A9B72E5173557BD5F1D641034164CFF7FFE7BA514
Legance,,FE6: The Binding Blade,Boss,General,Male,,0E,16,0B,5553DE7BBD5FDA3A164C1034B315A90059676E5AAA419B723C6E5459AF4CA514
Legance,,FE6: The Binding Blade,Boss,GreatKnight,Male,,,,35,007EDE7BBD5FDA3AB3159752F23D4D29A8145A7FB57ECD599B725459AF4CA514
Henning,,FE6: The Binding Blade,Boss,Mercenary,,FE6 ver.,2,,,5553FF7FE74C4B714E5A98771B135502F36EAE7DFF6B9E4B4F199C42AF01A514
Henning,,FE6: The Binding Blade,Boss,Mercenary,Male,FE7/8 ver.,,0A,0F,007EFF7F4E194B710C5298771B135502F36EAE7DDF5FD621AF011F4BE74CA514
Henning,,FE6: The Binding Blade,Boss,Hero,Male,,4,0C,11,007EFF7FFF6B1F4B2E1D1B135502AF019877F36E4E5AAE7D4B71E74C372EA514
Henning,,FE6: The Binding Blade,Boss,Ranger,Male,,,,1D,5553FF7FFF4BBD2EF41D88411B135502AE7D4B71E74C64281D474D624E1DA514
Scott,,FE6: The Binding Blade,Boss,Pirate,,,32,3A,42,5553FF7FFF6B1D47392EB51D2E19FF7F9877F36E4E5AD465D4656F4DEA34A514
Scott,,FE6: The Binding Blade,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C521046D4656F4DEA34A514
Scott,,FE6: The Binding Blade,Boss,Berserker,,,33,3B,43,007EFF7FFF6B1D47392EB51D2E19F65A9877F36E2D56FF07D4656F4DEA34A514
Nord,,FE6: The Binding Blade,Boss,Shaman,Male,,1C,24,2D,007EFF7FFF6BDF2E2E197B1B3A169321DF3F972A4C15734EEF3D2925A514A514
Nord,,FE6: The Binding Blade,Boss,Druid,Male,,1E,26,2F,007EFF7FFF6B1F4B2E19FF1B9E1A5209DF3F972A4C15734EEF3D2925A514A514
Nord,,FE6: The Binding Blade,Boss,Summoner,Male,,,,31,007EFF7FFF6B1F4B2E19FF1B9E1A92290C1DDF3F972A4C15734EEF3D2925A514
Zinque,,FE6: The Binding Blade,Boss,Knight,Male,,0C,14,9,007EC8049009B315561ADA3AFB3EE5173557BD5FD26269312E4AFF7FFE7BA514
Zinque,,FE6: The Binding Blade,Boss,General,Male,,0E,16,0B,5553DE7BDE037B3AD2620D4E1009A90059676E5AAA413C57FB3E561A9009A514
Zinque,,FE6: The Binding Blade,Boss,GreatKnight,Male,,,,35,007EDE7BBD5FDA3AB3159752F23D4D29A8145A7FB57ECD59FB3E561A9009A514
Scollan,,FE6: The Binding Blade,Boss,Brigand,,,31,39,41,007EFF7FFF6B1D475A32D621705EAB3DB97B14736F5E2E197A311425CD18A514
Scollan,,FE6: The Binding Blade,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C5210467A311425CD18A514
Scollan,,FE6: The Binding Blade,Boss,Berserker,,,33,3B,43,007EFF7FFF6B1D47392EB51D2E19F65A9877F36E2D56FF077A311425CD18A514
Orlo,,FE6: The Binding Blade,Boss,Parson,,Custom,AF,AF,AF,5553FF7FFF6B97221E37905E557BF2194C42882DAB3D905E2E194C11AB3DA514
Orlo,,FE6: The Binding Blade,Boss,Priest,,,14,,45,007EFF7FFF6B1F4B2E194C42C9312621FB3E352AD26A557B905EAB3DE620A514
Orlo,,FE6: The Binding Blade,Boss,Bishop,Male,FE6 ver.,16,,,5553FF7FFF6BBF222E194C42882DFF0BD509F26B036F557B905EAB3DE620A514
Orlo,,FE6: The Binding Blade,Boss,Bishop,Male,FE7/8 ver.,,1E,2B,007EFF7FFF6BFF322F194C42882DFF0B557BF26B036F9722AF15905EAB3DA514
Orlo,,FE6: The Binding Blade,Boss,Sage,Male,,1A,22,27,007EFF7FFF6B1F4B2E194C42C93126219722F2194C11557B905EAB3DE620A514
MorganFE6,,FE6: The Binding Blade,Boss,Knight,Male,,0C,14,9,007EEA04B30DD1357C12184F3F17E5173557BE6B522FA9198E26FF7FFE7BA514
MorganFE6,,FE6: The Binding Blade,Boss,General,Male,,0E,16,0B,007EFF7FBE6B184F522F2C1ED135A51459676E5AAA41BF3F3F177C12B30DA514
MorganFE6,,FE6: The Binding Blade,Boss,GreatKnight,Male,,,,35,007EDE7BBE6B184FD1359752F23D4D29A8145A7FB57ECD593F177C12B30DA514
Ein,,FE6: The Binding Blade,Boss,Mamkute,,FE6 ver.,38,,,5553FF7FDE73BB326E19FF1FBF1A7E15D4760E5A8A49DF459D1C73142908A514
Ein,,FE6: The Binding Blade,Boss,FireDragon,,FE6 ver.,3A,,,55539D1CFF631F13007CFF7F7D13DF459D1C781873144E0C4E0CCF624C522908
Ein,,FE6: The Binding Blade,Boss,FireDragon,,FE7 ver.,,46,,B967FF7FDF459D1C781873149C73734E4E0CFF7B9F27BF16FE09FB00BB002908
Ein,,FE6: The Binding Blade,Boss,Manakete_2_F,,FE8 ver.,,,3C,007EDE7BDE73BB324F10DF459D1C76189D1C76184F109D1C7314BF2F751EA514
Guerrero,,FE6: The Binding Blade,Boss,Brigand,,,31,39,41,007EFF7FFF6B1D475A32D621BB2ED21DB97B14736F5E2E19B55610426B2DA514
Guerrero,,FE6: The Binding Blade,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C521046B55610426B2DA514
Guerrero,,FE6: The Binding Blade,Boss,Berserker,,,33,3B,43,007EFF7FFF6B1D47392EB51D2E19F65A9877F36E2D56FF07B55610426B2DA514
Flaer,,FE6: The Binding Blade,Boss,WyvernRider,Male,,2C,34,1F,007EFF7F6D3D145E183A1E4BB02D1E7F145E996E7B52D4394F29ED1CC810A514
Flaer,,FE6: The Binding Blade,Boss,WyvernLord,Male,,2E,36,21,007E9E7F18001F00183A1E4BB02D1E7F145E996E7B52D4394F29ED1CC810A514
Flaer,,FE6: The Binding Blade,Boss,WyvernKnight,Male,,,,23,007EFF7F1F7C0000183A1E4BB02D1E7F145E996E7B52D4394F29ED1CC810A514
Randy,,FE6: The Binding Blade,Boss,Mercenary,,FE6 ver.,2,,,5553FF7FF20C7B154E5A98776F56EC41F36EDF1DFF6B9E4B4F199C42482DA514
Randy,,FE6: The Binding Blade,Boss,Mercenary,Male,FE7/8 ver.,,0A,0F,007EFF7F4E197B150C5298776F56EC41F36EDF1DDF5FD621482D1F4BF20CA514
Randy,,FE6: The Binding Blade,Boss,Hero,Male,,4,0C,11,007EFF7FFF6B1F4B2E1D6F56EC41482D9877F36E4E5ADF1D7B15F20C372EA514
Randy,,FE6: The Binding Blade,Boss,Ranger,Male,,,,1D,5553FF7FFF4BBD2EF41D8F156F56AA39DF1D7B15F20C89081D47571E4E1DA514
Rose,,FE6: The Binding Blade,Boss,Brigand,,,31,39,41,007EFF7FFF6B1D475A32D6211D51B434B97B14736F5E2E197D4D363DCF28A514
Rose,,FE6: The Binding Blade,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C5210467D4D363DCF28A514
Rose,,FE6: The Binding Blade,Boss,Berserker,,,33,3B,43,007EFF7FFF6B1D47392EB51D2E19F65A9877F36E2D56FF077D4D363DCF28A514
Maggie,,FE6: The Binding Blade,Boss,Brigand,,,31,39,41,007EFF7FFF6B1D475A32D6219B0D1209B97B14736F5E2E19961EF1194B11A514
Maggie,,FE6: The Binding Blade,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C521046961EF1194B11A514
Maggie,,FE6: The Binding Blade,Boss,Berserker,,,33,3B,43,007EFF7FFF6B1D47392EB51D2E19F65A9877F36E2D56FF07961EF1194B11A514
Oates,,FE6: The Binding Blade,Boss,Mage,Male,FE6 ver.,18,,,5553FF7FFF6B1F4B2E1938361857103A347EAF5D2A3DFD779967B34ECD35A514
Oates,,FE6: The Binding Blade,Boss,Mage,Male,FE7/8 ver.,,20,25,007EFF7FFF6B1F4B2E1972561857103A347EAF5D2A3D9C779967B34ECD35A514
Oates,,FE6: The Binding Blade,Boss,Sage,Male,,1A,22,27,007EFF7FFF6B1F4B2E19FF731857103A347EAF5D2A3DFD779967B34ECD35A514
Oates,,FE6: The Binding Blade,Boss,MageKnight,Male,,,,29,007EFF7FDF57DD3A162E4E1D1857103AAF5D2A3D9967B34E9967B34ECD35A514
Raith,,FE6: The Binding Blade,Boss,Cavalier,Male,,20,28,5,007EFF7FFF5BFF25F4313904D84890304863864AA431E2181D4736324E1DA514
Raith,,FE6: The Binding Blade,Boss,Paladin,Male,,22,2A,7,007EFF7FFF6F1C2FB12DFF031900520C4863864AA431E218BD7FD5660E4EA514
Raith,,FE6: The Binding Blade,Boss,GreatKnight,Male,,,,35,007EDE7B7F6FFB5EB135975AF2454D31A81C5A7FB57ECD594863864AA431A514
Narcian,,FE6: The Binding Blade,Boss,WyvernRider,Male,,2C,34,1F,007EFF7F2B35D051183A1E4BB02D755ED0512A2D9E4EF8357325EF14C810A514
Narcian,,FE6: The Binding Blade,Boss,WyvernLord,Male,,2E,36,21,55537C7319001F10183A1E4BB02D755ED0512A2D9E4EF8357325EF14C810A514
Narcian,,FE6: The Binding Blade,Boss,WyvernKnight,Male,,,,23,007EFF7F1F7C0000183A1E4BB02DCF412A2D8D399E4EF8357325EF14C810A514
Windham,,FE6: The Binding Blade,Boss,Parson,,Custom,AF,AF,AF,5553FF7FFF6BF8121E37AC46905F320E7D12B40DC831AC462E198C09C831A514
Windham,,FE6: The Binding Blade,Boss,Priest,,,14,,45,007EFF7FFF6B1F4B2E197D12F60D4F09FB3E352AD26A905FAC46C831E418A514
Windham,,FE6: The Binding Blade,Boss,Bishop,Male,FE6 ver.,16,,,5553FF7FFF6BBF222E197D12B40DFF0BD509F26B036F905FAC46C831E418A514
Windham,,FE6: The Binding Blade,Boss,Bishop,Male,FE7/8 ver.,,1E,2B,007EFF7FFF6BFF322F197D12B40DFF0BAC46F26B036FF812F00DC831E418A514
Windham,,FE6: The Binding Blade,Boss,Sage,Male,,1A,22,27,007EFF7FFF6B1F4B2E197D12F60D4F09F812320E8C09905FAC46C831E418A514
Arcardo,,FE6: The Binding Blade,Boss,Cavalier,Male,,20,28,5,007EFF7FFF5BFF25F43139043561CE40936EEE514939A41C1D4736324E1DA514
