Character Name,Character Notes,Character Set,Player or Boss,Class Name,Class Notes 1,Class Notes 2,FE6 Hex Address,FE7 Hex Address,FE8 Hex Address,Palette Hex
Slayde,,FE2/15: Echoes,Boss,Cavalier,Male,,20,28,5,007EFF7FFF5B3739F431CF247235EC245B3AD52D2E1DA7101D4736324E1DA514
Slayde,,FE2/15: Echoes,Boss,Paladin,Male,,22,2A,7,007EFF7FFF6F1C2FB12DFF033739CF245B3AD52D2E1DA710BD7FD5660E4EA514
Slayde,,FE2/15: Echoes,Boss,GreatKnight,Male,,,,35,007EDE7B9F3F98329121985AF3454E31A91C5A7FB57ECD595B3AD52D2E1DA514
Desaix,,FE2/15: Echoes,Boss,Baron,,Custom,92,92,92,5553FF7F9F3F3F77165B9E66983271465021F74DCC319121EB144F358A14A514
Desaix,,FE2/15: Echoes,Boss,Knight,Male,,0C,14,9,007EA81C4F359121F74D98329E66E51735579F3FB529EB145021DE7BFE7BA514
Desaix,,FE2/15: Echoes,Boss,General,Male,,0E,16,0B,5553FF7F9F3F98325021EB1491218A14165B7146CC313F779E66F74D4F35A514
Desaix,,FE2/15: Echoes,Boss,GreatKnight,Male,,,,35,007EDE7B9F3F98329121985AF3454E31A91C5A7FB57ECD599E66F74D4F35A514
BarthFE2,,FE2/15: Echoes,Boss,Pirate,,,32,3A,42,5553FF7FFF6B1D47392EB51D2E19FF7F9877F36E4E5AB549B5495039EB24A514
BarthFE2,,FE2/15: Echoes,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C521046B5495039EB24A514
BarthFE2,,FE2/15: Echoes,Boss,Berserker,,,33,3B,43,007EFF7FFF6B1D47392EB51D2E19F65A9877F36E2D56FF07B5495039EB24A514
Zakson,,FE2/15: Echoes,Boss,Knight,Male,,0C,14,9,007E8710ED1C912173299832D935E51735579F3FB529EB145021DE7BFE7BA514
Zakson,,FE2/15: Echoes,Boss,General,Male,,0E,16,0B,007EFF7F9F3F98325021EB1491218A14165B7146CC315F46D9357329ED1CA514
Zakson,,FE2/15: Echoes,Boss,GreatKnight,Male,,,,35,007EDE7B9F3F98329121985AF3454E31A91C5A7FB57ECD59D9357329ED1CA514
Berkut,,FE2/15: Echoes,Boss,Cavalier,Male,,20,28,5,007EFF7FFF5B8C31F4310821AF2D2A1D9272EE554939A51C1D4736324E1DA514
Berkut,,FE2/15: Echoes,Boss,Paladin,Male,,22,2A,7,007E925EFF6FBD2ED131FF278C3108219272EE554939A51C0E4A8B390725A514
Berkut,,FE2/15: Echoes,Boss,GreatKnight,Male,,,,35,007EDE7B9F3F983291219452EF3D4A29E71C5A7FB57ECD599272EE554939A514
Lawson,,FE2/15: Echoes,Boss,Cavalier,Male,,20,28,5,007EFF7FFF5B3739F431CF24D6088F043C19F514AE0C47041D4736324E1DA514
Lawson,,FE2/15: Echoes,Boss,Paladin,Male,,22,2A,7,007EFF7FFF6F1C2FB12DFF033739CF243C19F514AE0C4704BD7FD5660E4EA514
Lawson,,FE2/15: Echoes,Boss,GreatKnight,Male,,,,35,007EDE7B9F3F98329121985AF3454E31A91C5A7FB57ECD593C19F514AE0CA514
Gazelle,,FE2/15: Echoes,Boss,Nomad,Male,,26,2E,,007EFF7FDF57DD3A932EAD1D1325AD18593B932EAD1DE710162A9121E710A514
Gazelle,,FE2/15: Echoes,Boss,NomadTrooper,Male,,28,30,,007EFF7F932EDD3A9121AD1D1325AD18593B932EAD1DE710BE37162A0B15A514
Gazelle,,FE2/15: Echoes,Boss,Archer,Male,,10,18,19,007EFF7FFF6B1F4B891459311325AD189B391225777F593B932EAD1DE710A514
Gazelle,,FE2/15: Echoes,Boss,Sniper,Male,,12,1A,1B,007EFF7FFF6B1F4B2E1959311325AD189B3912258914593B932EAD1DE710A514
Gazelle,,FE2/15: Echoes,Boss,Ranger,Male,,,,1D,5553FF7FFF4BBD2E9121AC181325AD18593B932EAD1DE710162A12250B15A514
Tatarrah,,FE2/15: Echoes,Boss,Arcanist,,Custom,A3,A3,A3,5553FF7F3B77DF1F324E775DBF0AEF3C970134358E390929CD240925891CA514
Tatarrah,,FE2/15: Echoes,Boss,Arcanist2,,Custom,A4,A4,A4,5553DD7F9877DF1F3B77124A324E34352D568E39BF0A09290925EF28AA1CA514
Tatarrah,,FE2/15: Echoes,Boss,Shaman,Male,,1C,24,2D,007EFF7F3B77324E09297B1B3A169321DF1FBF0A70053435EF28AA1C6510A514
Tatarrah,,FE2/15: Echoes,Boss,Druid,Male,,1E,26,2F,007EFF7FFF6B1F4B2E19FF1B9E1A5209DF1FBF0A70053435EF28AA1C6510A514
Tatarrah,,FE2/15: Echoes,Boss,Summoner,Male,,,,31,007E3B773B77324E0929FF1B9E1A39633142775D3249CC303435EF28AA1CA514
Garth,,FE2/15: Echoes,Boss,Brigand,,,31,39,41,007EFF7FFF6B1D475A32D62193310D21B97B14736F5E2E199839322DCC1CA514
Garth,,FE2/15: Echoes,Boss,Pirate,,,32,3A,42,5553FF7FFF6B1D47392EB51D2E19FF7F9877F36E4E5A98399839322DCC1CA514
Garth,,FE2/15: Echoes,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C5210469839322DCC1CA514
Garth,,FE2/15: Echoes,Boss,Berserker,,,33,3B,43,007EFF7FFF6B1D47392EB51D2E19F65A9877F36E2D56FF079839322DCC1CA514
Wolff,,FE2/15: Echoes,Boss,Archer,Male,,10,18,19,007EFF7FFF6B1F4BEA14563AD12D2B1D9E3AB425777FF84A323A6C25C614A514
Wolff,,FE2/15: Echoes,Boss,Sniper,Male,,12,1A,1B,007EFF7FFF6B1F4B2E19563AD12D2B1D9E3AB425EA14F84A323A6C25C614A514
Wolff,,FE2/15: Echoes,Boss,Ranger,Male,,,,1D,5553FF7FFF4BBD2E91216C25D12D2B1D9E3AF72D4F1DA810162A323A0B15A514
Grieth,,FE2/15: Echoes,Boss,DreadFighter,,Custom,A8,A8,A8,5553FF7FDF57787B143BF4397A3254468E5E4F2E4D25CF3567358A1D2A21A514
Grieth,,FE2/15: Echoes,Boss,Myrmidon,Male,,6,0E,13,007E794AF4398F2D0A1DF952333E8D29544ACF392A25143B4F2E8A1DC510A514
Grieth,,FE2/15: Echoes,Boss,Assassin,Male,,,3E,17,007E794AF4398F2D8A1D143BF952333E544ACF394F2E4F2E5446CF352A21A514
Grieth,,FE2/15: Echoes,Boss,Swordmaster,Male,,8,10,15,007E794AF4398F2D0A1DF952333E8D29544ACF392A25143B4F2E8A1DC510A514
Blake,,FE2/15: Echoes,Boss,Myrmidon,Male,,6,0E,13,007EFF7FFF6B1F4B2E199F42FA315221567B6F5ECA495872D2552C39A61CA514
Blake,,FE2/15: Echoes,Boss,Assassin,Male,,,3E,17,007EFF7F9D5FFB46A7244E499F42FA31567B6F5E0B390B395872D2552C39A514
Blake,,FE2/15: Echoes,Boss,Swordmaster,Male,,8,10,15,007EFF7FDF57BC3691259F42FA315221767F6F5ECA495872D2552C39A61CA514
Mikhail,,FE2/15: Echoes,Boss,Cantor,,Custom,A5,A5,A5,5553DE7BF9563C633B6F754A334275568D2D5539AE31AE39102DC718AB1CA514
Mikhail,,FE2/15: Echoes,Boss,Cantor2,,Custom,A6,A6,A6,5553BF6B3C633B6FF9563342124A55398D2D33426B390925102DE724AB1CA514
Mikhail,,FE2/15: Echoes,Boss,Necromancer,,,,,4F,007EBF7F3B6F7556AE393C633342F956F1395539102DAB1CCE496B39E724A514
Mikhail,,FE2/15: Echoes,Boss,DarkDruid,,,,45,,007EFF7FBB55CB7F6B7E3C63754AAE315539102DAB1CCE496B39E7248414A514
Mikhail,,FE2/15: Echoes,Boss,Shaman,Male,,1C,24,2D,007EFF7F3B6F324A09253C6333429321F956F139091D5539102DAB1C6610A514
Mikhail,,FE2/15: Echoes,Boss,Druid,Male,,1E,26,2F,007EFF7FFF6B1F4BE7183C63754AAE31F956F139091D5539102DAB1C6610A514
Mikhail,,FE2/15: Echoes,Boss,Summoner,Male,,,,31,007E3B6F3B6F324A0925FF1B9E1AF956F1393C63754AAE315539102DAB1CA514
Seazas,,FE2/15: Echoes,Boss,Cavalier,Male,,20,28,5,007EFF7FFF5B3739F431CF249C29F51C99613349CD3067181D4736324E1DA514
Seazas,,FE2/15: Echoes,Boss,Paladin,Male,,22,2A,7,007EFF7FFF6F1C2FB12DFF033739CF2499613349CD306718BD7FD5660E4EA514
Seazas,,FE2/15: Echoes,Boss,GreatKnight,Male,,,,35,007EDE7B9F3F98329121985AF3454E31A91C5A7FB57ECD5999613349CD30A514
Xaizor,,FE2/15: Echoes,Boss,DreadFighter,,Custom,A8,A8,A8,5553FF7FDF57787B58311E4B7A32DA518E5E1225D425733D6735AC18ED28A514
Xaizor,,FE2/15: Echoes,Boss,Myrmidon,Male,,6,0E,13,007EFF7FFF6B1F4B2E19AE314B25E718567B6F5ECA49DA51733DED288714A514
Xaizor,,FE2/15: Echoes,Boss,Assassin,Male,,,3E,17,007EFF7F9D5FFB46ED28DA514B25E718567B6F5E733D733D58311225AC18A514
Xaizor,,FE2/15: Echoes,Boss,Swordmaster,Male,,8,10,15,007EFF7FDF57BC369125AE314B25E718767F6F5ECA49DA51733DED288714A514
Marla,,FE2/15: Echoes,Boss,Witch,,Custom,B5,B5,B5,5553FF7F5B777A66D766394FF44D53529051AE3D4D35743A2C3D8E21C828A514
Marla,,FE2/15: Echoes,Boss,Shaman_F,Female,,1D,25,2E,55539D7F5B77955AAE3D7B1B7A66B2453166AD4D083590512C3DC8286414A514
Marla,,FE2/15: Echoes,Boss,Druid_F,Female,,1F,27,30,5553FF7F5B77955A8E21394F743AAE3D3166AD4D083590512C3DC82864140000
Marla,,FE2/15: Echoes,Boss,Druid,Male,,1E,26,2F,5553FF7F5B77955A8E21394F743AAE3D3166AD4D083590512C3DC82864140000
Marla,,FE2/15: Echoes,Boss,Summoner_F,Female,,,,32,007E9D7F5B77955AAE3D394F12327A66B2453166AD4D083590512C3DC828A514
Marla,,FE2/15: Echoes,Boss,Summoner,Male,,,,31,007E9D7F5B77955AAE3D394F12327A66B2453166AD4D083590512C3DC828A514
Nuibaba,,FE2/15: Echoes,Boss,Witch,,Custom,B5,B5,B5,5553FF7F9D5FDF52FB46975EFC4D553AEF3DD12D7729903D6B2D0B29E71CA514
Nuibaba,,FE2/15: Echoes,Boss,Shaman_F,Female,,1D,25,2E,55539D5F9D5FFB462E197B1BFC4D5335975E903D0B29EF3D6B2DE71C8410A514
Nuibaba,,FE2/15: Echoes,Boss,Druid_F,Female,,1F,27,30,55539D5F9D5FFB46EC0CFF1B9E1A5209975E903D0B29EF3D6B2DE71C84100000
Nuibaba,,FE2/15: Echoes,Boss,Druid,Male,,1E,26,2F,55539D5F9D5FFB46EC0CFF1B9E1A5209975E903D0B29EF3D6B2DE71C84100000
Nuibaba,,FE2/15: Echoes,Boss,Summoner_F,Female,,,,32,007E9D5F9D5FFB462E19FF1B9E1AFC4D5335975E903D0B29EF3D6B2DE71CA514
Nuibaba,,FE2/15: Echoes,Boss,Summoner,Male,,,,31,007E9D5F9D5FFB462E19FF1B9E1AFC4D5335975E903D0B29EF3D6B2DE71CA514
Jerome,,FE2/15: Echoes,Boss,Cavalier,Male,,20,28,5,007EFF7FFF5B3739F431CF24FA32F2215D35F628AF1C480C1D4736324E1DA514
Jerome,,FE2/15: Echoes,Boss,Paladin,Male,,22,2A,7,007EFF7FFF6F1C2FB12DFF033739CF245D35F628AF1C480CBD7FD5660E4EA514
Jerome,,FE2/15: Echoes,Boss,GreatKnight,Male,,,,35,007EDE7B9F3F98329121985AF3454E31A91C5A7FB57ECD595D35F628AF1CA514
Hestia,,FE2/15: Echoes,Boss,Witch,,Custom,B5,B5,B5,5553FF7F5B777A66D7663D4BF44D53523549AE3D4D35563AF0386F25AB24A514
Hestia,,FE2/15: Echoes,Boss,Shaman_F,Female,,1D,25,2E,55539D7F5B77955AAE3D7B1B7A66B2453549F038AB2490512C3DC8286414A514
Hestia,,FE2/15: Echoes,Boss,Druid_F,Female,,1F,27,30,5553FF7F5B77955A6F253D4B563AAE3D3549F038AB2490512C3DC82864140000
Hestia,,FE2/15: Echoes,Boss,Druid,Male,,1E,26,2F,5553FF7F5B77955A6F253D4B563AAE3D3549F038AB2490512C3DC82864140000
Hestia,,FE2/15: Echoes,Boss,Summoner_F,Female,,,,32,007E9D7F5B77955AAE3D3D4B13327A66B2453549F038AB2490512C3DC828A514
Hestia,,FE2/15: Echoes,Boss,Summoner,Male,,,,31,007E9D7F5B77955AAE3D3D4B13327A66B2453549F038AB2490512C3DC828A514
Magnus,,FE2/15: Echoes,Boss,Baron,,Custom,92,92,92,5553FF7F9F3F3F4E165B9C39983271465021352DCC319121EB14CE1C8A14A514
Magnus,,FE2/15: Echoes,Boss,Knight,Male,,0C,14,9,007E6710CE1C9121352D98329C39E51735579F3FB529EB145021DE7BFE7BA514
Magnus,,FE2/15: Echoes,Boss,General,Male,,0E,16,0B,5553FF7F9F3F98325021EB1491218A14165B7146CC313F4E9C39352DCE1CA514
Magnus,,FE2/15: Echoes,Boss,GreatKnight,Male,,,,35,007EDE7B9F3F98329121985AF3454E31A91C5A7FB57ECD599C39352DCE1CA514
MuellerFE2,,FE2/15: Echoes,Boss,Nomad,Male,,26,2E,,007EFF7FDF57DD3ABA1D321533266D193F26BA1D3215A908162A9121A908A514
