Character Name,Character Notes,Character Set,Player or Boss,Class Name,Class Notes 1,Class Notes 2,FE6 Hex Address,FE7 Hex Address,FE8 Hex Address,Palette Hex
Weissman,,FE5: Thracia 776,Boss,Knight,Male,,0C,14,9,007E4800B000F01DF800D82E3F01E5173557BF3B32462925AE35DE7BFE7BA514
Weissman,,FE5: Thracia 776,Boss,General,Male,,0E,16,0B,007EFF7FBF3BD82E32466C2DF01D08111677515A8B3D7F2A3F01F800B000A514
Weissman,,FE5: Thracia 776,Boss,GreatKnight,Male,,,,35,007EDE7BBF3BD82EF01DB4620F4E6A39C5205A7FB57ECD593F01F800B000A514
Bucks,,FE5: Thracia 776,Boss,Pirate,,,32,3A,42,5553FF7FFF6B1D47392EB51D2E19FF7F1677515A8B3D720172010E01A900A514
Bucks,,FE5: Thracia 776,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E19FE221677515A8B3DF41572010C018600A514
Bucks,,FE5: Thracia 776,Boss,Berserker,,,33,3B,43,007EFF7FFF6B1D47392EB51D2E19F65A1677515A8B3DFF0772010E01A900A514
Lobos,,FE5: Thracia 776,Boss,Knight,Male,,0C,14,9,007E6708CE10F01D3519D82E9C21E5173557BF3B134A0A258F39DE7BFE7BA514
Lobos,,FE5: Thracia 776,Boss,General,Male,,0E,16,0B,007EFF7FBF3BD82E134A6D31F01D08111677515A8B3D3F369C213519CE10A514
Lobos,,FE5: Thracia 776,Boss,GreatKnight,Male,,,,35,007EDE7BBF3BD82EF01DB4620F4E6A39C5205A7FB57ECD599C213519CE10A514
Bandole,,FE5: Thracia 776,Boss,Knight,Male,,0C,14,9,007EA8142F25F01DB635D82E3D46E5173557BF3BF91C8D10D318DE7BFE7BA514
Bandole,,FE5: Thracia 776,Boss,General,Male,,0E,16,0B,007EFF7FBF3BD82EF91CB114F01D08111677515A8B3DDF5A3D46B6352F25A514
Bandole,,FE5: Thracia 776,Boss,GreatKnight,Male,,,,35,007EDE7BBF3BD82EF01DB4620F4E6A39C5205A7FB57ECD593D46B6352F25A514
Truman,,FE5: Thracia 776,Boss,Knight,Male,,0C,14,9,007EEB00D501F01DBF02D82E5F17E5173557BF3B32462925AE35DE7BFE7BA514
Truman,,FE5: Thracia 776,Boss,General,Male,,0E,16,0B,007EFF7FBF3BD82E32466C2DF01D08111677515A8B3DBF3F5F17BF02D501A514
Truman,,FE5: Thracia 776,Boss,GreatKnight,Male,,,,35,007EDE7BBF3BD82EF01DB4620F4E6A39C5205A7FB57ECD595F17BF02D501A514
Eisenau,,FE5: Thracia 776,Boss,Cavalier,Male,,20,28,5,007EFF7FFF5B3C17F431330EB552CE35A71A0516640DC2081D4736324E1DA514
Eisenau,,FE5: Thracia 776,Boss,Paladin,Male,,22,2A,7,007EFF7FFF6F1C2FB12DFF033C17330EA71A0516640DC208BD7FD5660E4EA514
Eisenau,,FE5: Thracia 776,Boss,GreatKnight,Male,,,,35,007EDE7BBF3BD82EF021D752323E8D29E8145A7FB57ECD59A71A0516640DA514
Rumei,,FE5: Thracia 776,Boss,WyvernRider,Male,,2C,34,1F,007EFF7FE741EA62183A1E4BB02DFF1BB5125A17903BED322A266619C810A514
Rumei,,FE5: Thracia 776,Boss,WyvernLord,Male,,2E,36,21,007ED97F18001F00183A1E4BB02DCF7FEA626D73903BED322A266619C810A514
Rumei,,FE5: Thracia 776,Boss,WyvernKnight,Male,,,,23,007EFF7F1F7C0000183A1E4BB02DCF7FEA626D73903BED322A266619C810A514
Gomez,,FE5: Thracia 776,Boss,Fighter,,,0A,12,3F,007EFF7FFF6B1D475A32D621AD2D291D1677515A8B3D701D71010D01A900A514
Gomez,,FE5: Thracia 776,Boss,Hero,Male,,4,0C,11,007EFF7FFF6B1F4B2E1DAD2D4A25E7181677515A8B3D71010D01A900372EA514
Gomez,,FE5: Thracia 776,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E19EE3B1677515A8B3DA92671010B018600A514
