Character Name,Character Notes,Character Set,Player or Boss,Class Name,Class Notes 1,Class Notes 2,FE6 Hex Address,FE7 Hex Address,FE8 Hex Address,Palette Hex
Gazzak,,FE1/3: Shadow Dragon,Boss,Pirate,,,32,3A,42,5553FF7FFF6B1D47392EB51D2E19FF7F9877F36E4E5A342334236F1AAA11A514
Gazzak,,FE1/3: Shadow Dragon,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C52104634236F1AAA11A514
Gazzak,,FE1/3: Shadow Dragon,Boss,Berserker,,,33,3B,43,007EFF7FFF6B1D47392EB51D2E19F65A9877F36E2D56FF0734236F1AAA11A514
Gomer,,FE1/3: Shadow Dragon,Boss,Pirate,,,32,3A,42,5553FF7FFF6B1D47392EB51D2E19FF7F9877F36E4E5A3F363F36BA29321DA514
Gomer,,FE1/3: Shadow Dragon,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C5210463F36BA29321DA514
Gomer,,FE1/3: Shadow Dragon,Boss,Berserker,,,33,3B,43,007EFF7FFF6B1D47392EB51D2E19F65A9877F36E2D56FF073F36BA29321DA514
Hyman,,FE1/3: Shadow Dragon,Boss,Fighter,,,0A,12,3F,007EFF7FFF6B1D475A32D6212B25C718B97B14736F5E701DAE3A0B2E671DA514
Hyman,,FE1/3: Shadow Dragon,Boss,Hero,Male,,04,0C,11,007EFF7FFF6B1F4B2E1D8E312B25C7189877F36E4E5AAE3A0B2E671D372EA514
Hyman,,FE1/3: Shadow Dragon,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C521046AE3A0B2E671DA514
Bentheon,,FE1/3: Shadow Dragon,Boss,Cavalier,Male,,20,28,05,007EFF7FFF5BBB7DF43132551A43122EEF5D8C492939C6241D4736324E1DA514
Bentheon,,FE1/3: Shadow Dragon,Boss,Paladin,Male,,22,2A,07,007EFF7FFF6F1C2FB12DFF03BB7D3255EF5D8C492939C624BD7FD5660E4EA514
Bentheon,,FE1/3: Shadow Dragon,Boss,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB2299762F24D4D39A8245A7FB57ECD59EF5D8C492939A514
Merach,,FE1/3: Shadow Dragon,Boss,Knight,Male,,0C,14,09,007E890CF114EF3D7A21D65ADF29E5173557BD77524A2925CE39FF7FFE7BA514
Merach,,FE1/3: Shadow Dragon,Boss,General,Male,,0E,16,0B,007EFF7FBD77D65ACE392925EF3D082159676E5AAA411F53DF297A21F114A514
Merach,,FE1/3: Shadow Dragon,Boss,GreatKnight,Male,,,,35,007EDE7BBD77D65AEF3D9762F24D4D39A8245A7FB57ECD59DF297A21F114A514
Emereus,,FE1/3: Shadow Dragon,Boss,Knight,Male,,0C,14,09,007E88141029EF3D983DD65A1F52E5173557BD77524A2925CE39FF7FFE7BA514
Emereus,,FE1/3: Shadow Dragon,Boss,General,Male,,0E,16,0B,007EFF7FBD77D65ACE392925EF3D082159676E5AAA41BF661F52983D1029A514
Emereus,,FE1/3: Shadow Dragon,Boss,GreatKnight,Male,,,,35,007EDE7BBD77D65AEF3D9762F24D4D39A8245A7FB57ECD591F52983D1029A514
Bathys,,FE1/3: Shadow Dragon,Boss,Pirate,,,32,3A,42,5553FF7FFF6B1D47392EB51D2E19FF7F9877F36E4E5AD959D9597345ED2CA514
Bathys,,FE1/3: Shadow Dragon,Boss,Warrior,,,0B,13,40,007EFF7FFF6BFF465A32D6212E197A6B987FD1660C521046D9597345ED2CA514
Bathys,,FE1/3: Shadow Dragon,Boss,Berserker,,,33,3B,43,007EFF7FFF6B1D47392EB51D2E19F65A9877F36E2D56FF07D9597345ED2CA514
Harmein,,FE1/3: Shadow Dragon,Boss,Knight,Male,,0C,14,09,007EA7140B21EF3D4E29D65AB235E5173557BD77524A2925CE39FF7FFE7BA514
Harmein,,FE1/3: Shadow Dragon,Boss,General,Male,,0E,16,0B,007EFF7FBD77D65ACE392925EF3D082159676E5AAA41F53DB2354E290B21A514
Harmein,,FE1/3: Shadow Dragon,Boss,GreatKnight,Male,,,,35,007EDE7BBD77D65AEF3D9762F24D4D39A8245A7FB57ECD59B2354E290B21A514
Kannival,,FE1/3: Shadow Dragon,Boss,Knight,Male,,0C,14,09,007E680CAF18EF3D1625D65A7D31E5173557BD77524A2925CE39FF7FFE7BA514
Kannival,,FE1/3: Shadow Dragon,Boss,General,Male,,0E,16,0B,007EFF7FBD77D65ACE392925EF3D082159676E5AAA41BF5A7D311625AF18A514
Kannival,,FE1/3: Shadow Dragon,Boss,GreatKnight,Male,,,,35,007EDE7BBD77D65AEF3D9762F24D4D39A8245A7FB57ECD597D311625AF18A514
Mannu,,FE1/3: Shadow Dragon,Boss,Mamkute,,FE6 ver.,38,,,5553FF7F59367125CA18FF1FBF1A7E15D4760E5A8A49122B4E228915C50CA514
Mannu,,FE1/3: Shadow Dragon,Boss,FireDragon,,FE6 ver.,3A,,,5553122BFF631F135D11FF7FFD5FD737122B4E22EC1D89158915CF624C52C50C
