Character Name,Character Notes,Character Set,Player or Boss,Class Name,Class Notes 1,Class Notes 2,FE6 Hex Address,FE7 Hex Address,FE8 Hex Address,Palette Hex
Corrin,Male,FE14: Fates,Player,Myrmidon,Male,,6,0E,13,007EFF7FFF6B1F4B2E197C7BB6624B357C73B65E4B317C77B65E4B35E81CA514
Corrin,Male,FE14: Fates,Player,Assassin,Male,,,3E,17,007EFF7F9D5FFB464C19114E7C7B4B357C73B65E4B35353AB65E4B35E81CA514
Corrin,Male,FE14: Fates,Player,Swordmaster,Male,,8,10,15,007EFF7FDF57BC3691257C7BB6624B357C73B65E4B317C77B65E4B35E81CA514
Corrin,Female,FE14: Fates,Player,Myrmidon_F,Female,,7,0F,14,007EFF7FFF6B1F4B2E197C7BB6624B357C73B65E4B317C77B65E4B35E81CA514
Corrin,Female,FE14: Fates,Player,Assassin_F,Female,,,3E,18,007EFF7F9D5FFB464C19114E7C7B4B357C73B65E4B35353AB65E4B35E81CA514
Corrin,Female,FE14: Fates,Player,Swordmaster_F,Female,,9,11,16,007EFF7FDF57BC3691257C7BB6624B357C73B65E4B317C77B65E4B35E81CA514
Gunter,,FE14: Fates,Player,Cavalier,Male,,20,28,5,007EFF7FFF5B5246F4318C2D3A635246D13D6E310B25A8181D4736324E1DA514
Gunter,,FE14: Fates,Player,Paladin,Male,,22,2A,7,007EFF7FFF6F965A6C31F96694524A29D13D6E310B25A818BD7FD5660E4EA514
Gunter,,FE14: Fates,Player,Knight,Male,,0C,14,9,007E86106E31C818B0390B253A63E51735573A633A638C2D5246DE7BFE7BA514
Gunter,,FE14: Fates,Player,General,Male,,0E,16,0B,007EFF7F3A6352462A31E8248C2DA81859676E5AAA41D13D6E310B25A818A514
Gunter,,FE14: Fates,Player,GreatKnight,Male,,,,35,007EDE7B9D6F3A635246B962F24D2C3987285A7FB57ECD596E310B25A818A514
