Character Name,Character Notes,Character Set,Player or Boss,Class Name,Class Notes 1,Class Notes 2,FE6 Hex Address,FE7 Hex Address,FE8 Hex Address,Palette Hex
Roy,,FE6: The Binding Blade,Player,RoyLord,,,1,C8,C8,5553FF7FFF6B1F4B91255A001F2052009877F36E2D56D37FEE7EA9796558A514
Roy,,FE6: The Binding Blade,Player,RoyMasterLord,,,43,C9,C9,5553FF7FFF6B1F4B91255A001F2052009877F36E2D56D37FEE7EA9796558A514
Roy,,FE6: The Binding Blade,Player,Mercenary,Male,FE7/8 ver.,,0A,0F,007EFF7F4E19A9790C5298771F205A00F36EEE7EDF5FD62152001F4B6558A514
Roy,,FE6: The Binding Blade,Player,Hero,Male,,4,0C,11,007EFF7FFF6B1F4B2E1D1F205A0052009877F36E4E5AEE7EA9796558372EA514
Roy,,FE6: The Binding Blade,Player,Ranger,Male,,,,1D,5553FF7FFF4BBD2EF41DAA611F205A00D37FEE7EA9796558FC22707E2D11A514
MarcusFE6,,FE6: The Binding Blade,Player,Cavalier,Male,,20,28,5,007EFF7FFF5B737FF431AA799F7FF14D1877377AF0744C541D4736324E1DA514
MarcusFE6,,FE6: The Binding Blade,Player,Paladin,Male,,22,2A,7,5553FF7FFF6F3C3BD131FF2FEE7E866D1877377AF0744C54BD7FD5660E4EA514
MarcusFE6,,FE6: The Binding Blade,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB229B962F24D2C3987285A7FB57ECD59377AF0744C54A514
Alen,,FE6: The Binding Blade,Player,Cavalier,Male,,20,28,5,5553FF7FFF5B737FF431AA797C19F414DF1AFF0019002A001D4736324E1DA514
Alen,,FE6: The Binding Blade,Player,Paladin,Male,,22,2A,7,5553FF7FFF6FBE3AD131DF276C7E865DBF4A3C1DB910F118FB7FF2662C4EA514
Alen,,FE6: The Binding Blade,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB229196B52568C41E7305A7FB57ECD593C1DB910F118A514
Lance,,FE6: The Binding Blade,Player,Cavalier,Male,,20,28,5,5553FF7FFF5BB07FF431297AA94F292EE77F435781522A391D4736324E1DA514
Lance,,FE6: The Binding Blade,Player,Paladin,Male,,22,2A,7,5553FF7FFF6FBE3AD131DF27707E8669F26B2A57A146C245FB7FF2662C4EA514
Lance,,FE6: The Binding Blade,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB229196B52568C41E7305A7FB57ECD592A57A146C245A514
Wolt,,FE6: The Binding Blade,Player,Archer,Male,,10,18,19,5553FF7FFF6B1F4B2E19FB3BAA1F4906BF53DA3E777F7B7FB77E517D2954A514
Wolt,,FE6: The Binding Blade,Player,Sniper,Male,,12,1A,1B,5553FF7FFF6B1F4B2E19FB3BAA1F4906BC7BF662CB45597F307E4E712954A514
Wolt,,FE6: The Binding Blade,Player,Ranger,Male,,,,1D,5553FF7FFF4BBD2EF41D5252782F922E7B7FB77E517D2954FC22396F2D11A514
Bors,,FE6: The Binding Blade,Player,Knight,Male,,0C,14,9,55532E359A2292151E2F3826BF4FE5173557FF4F7F43B32D5A32FF7FFE7BA514
Bors,,FE6: The Binding Blade,Player,General,Male,,0E,16,0B,5553DE7BDE037B3A6C7EE768EF04A90059676E5AAA415D471C2B771AB101A514
Bors,,FE6: The Binding Blade,Player,GreatKnight,Male,,,,35,007EDE7BFF5B1F4BB229BC5F154F303A6C295A7FB57ECD591E2F9A229215A514
Elen,,FE6: The Binding Blade,Player,Cleric,,FE6/8 ver.,15,,4A,5553FF7FFF6B1F4B2E193F4F3D2E2E19FB3E352AD26AF57FA96B0A7EE760A514
Elen,,FE6: The Binding Blade,Player,Cleric,,FE7 ver.,,1D,,5553FF7FFF6B1F4B2E193F4F3D2E2E19FB3E352AD26AF57FA96B0A7EE760A514
Elen,,FE6: The Binding Blade,Player,Bishop_F,Female,FE6/8 ver.,17,,2C,5553FF7FFF6BBF222E19F92D2E19FF0BD509F26B036FEF77E672665A643DA514
Elen,,FE6: The Binding Blade,Player,Bishop_F,Female,FE7 ver.,,1F,,5553FF7FFF6BFF32731D33192E19FF0BF92DF26B036FEF77E672665A643DA514
Elen,,FE6: The Binding Blade,Player,Valkyrie,,,25,2D,4C,007EFF7FDF57DD3A501DCA41F92D2E19EF77E672665A643DFA7F33770329A514
Dieck,,FE6: The Binding Blade,Player,Mercenary,,FE6 ver.,2,,,5553FF7F455967724E5A9877E65FAB56F36E537FFF6B9E4B4F199C428431A514
Dieck,,FE6: The Binding Blade,Player,Mercenary,Male,FE7/8 ver.,,0A,0F,007EFF7F4E1967720C529877E65FAB56F36E537FDF5FD62184311F4B4559A514
Dieck,,FE6: The Binding Blade,Player,Hero,Male,,4,0C,11,5553FF7FFF6B1F4B7119E65FAB5684319877F36E4E5A117B286A88511A32A514
Dieck,,FE6: The Binding Blade,Player,Ranger,Male,,,,1D,5553FF7FFF4BBD2EF41D4F19E65FAB56D77F537F67724559FC22F7252D11A514
Ward,,FE6: The Binding Blade,Player,Fighter,,,0A,12,3F,5553FF7FFF6B1D475A32D62194194F19B97B14736F5E701D037FE271404DA514
Ward,,FE6: The Binding Blade,Player,Hero,Male,,4,0C,11,007EFF7FFF6B1F4B7119D71571150C159877F36E4E5A037FE271404D1A32A514
Ward,,FE6: The Binding Blade,Player,Warrior,,,0B,13,40,5553FF7FFF6BFF465A32D6212E197A6B987FD1660C521046037FE271404DA514
Lot,,FE6: The Binding Blade,Player,Fighter,,,0A,12,3F,5553FF7FFF6B1D475A32D621FD115605B97B14736F5E701DF4522D3A8825A514
Lot,,FE6: The Binding Blade,Player,Hero,Male,,4,0C,11,007EFF7FFF6B1F4B71191D12B80973159877F36E4E5AF4522D3A88251A32A514
Lot,,FE6: The Binding Blade,Player,Warrior,,,0B,13,40,5553FF7FFF6BFF465A32D6212E197863987FD1660C520C361F37BB09F100A514
Shanna,,FE6: The Binding Blade,Player,PegasusKnight,,,2A,32,48,5553FF7F7021BF2EFF6BFF0F6B71CF7EC8106B7E656DF377896F086F4131A514
Shanna,,FE6: The Binding Blade,Player,FalcoKnight,,,2B,33,49,5553FF7F70219E36FF6BFF0F6B71CF7EC810507F656DF67F6E7FAE7E41546310
Shanna,,FE6: The Binding Blade,Player,WyvernKnight_F,Female,,,,24,007EFF7F1F7C0000183A1E4BB02D9F73B8563C672E76AB5D273DA420C810A514
Chad,,FE6: The Binding Blade,Player,Thief,Male,FE6 ver.,34,,,5553FF7FFF6BBF422E19DC373817ED01567B6F5E8841DA29127F0D72E85CA514
Chad,,FE6: The Binding Blade,Player,Thief,,FE7/8 ver.,,3C,0D,007EFF7FFF6BFF422E19DC373817ED01567B6F5E8841DA29BF420D72E85CA514
Chad,,FE6: The Binding Blade,Player,Assassin,Male,,,3E,17,007EFF7F9D5FFB464C19BF42DC37ED01567B6F5EDA29353A127F0D72E85CA514
Chad,,FE6: The Binding Blade,Player,Rogue,,,,,33,007EFF7FFF6B1F4B2E19127F0D72E85CDC373817EF3D2925BF42DA292E19A514
Lugh,,FE6: The Binding Blade,Player,Mage,Male,FE6 ver.,18,,,5553FF7FFF6B1F4B2E1938368E37691ED07F607F205EFF4BBD03FA024D01A514
Lugh,,FE6: The Binding Blade,Player,Mage,Male,FE7/8 ver.,,20,25,007EFF7FFF6B1F4B2E1972568E37691ED07F607F205E9C77BD03FA024D01A514
Lugh,,FE6: The Binding Blade,Player,Sage,Male,,1A,22,27,5553FF7FFF6B1F4B2E19F2232A1F47168E77006FE055DE477B03D6024D01A514
Lugh,,FE6: The Binding Blade,Player,MageKnight,Male,,,,29,007EFF7FDF57DD3A162E4E1D8E37691E607F205E7B0394027B039402AD01A514
Clarine,,FE6: The Binding Blade,Player,Troubadour,,FE6/8 ver.,24,,4B,5553FF7FFF6BFE3E501DFF07FF077A06DF7E7D75975CAC301A43552EEA14A514
Clarine,,FE6: The Binding Blade,Player,Troubadour,,FE7 ver.,,2C,,007EFF7FFF6BFE3E501D975CFF077A067D757D75975CAC301A43552EEA14A514
Clarine,,FE6: The Binding Blade,Player,Valkyrie,,,25,2D,4C,5553FF7FDF57DD3A501DCA41FF077A061E7FBB7D35552B3CFA77336F0B41A514
Clarine,,FE6: The Binding Blade,Player,MageKnight_F,Female,,,,2A,5553FF7FDF57DD3A162E4E1DFF077A067E73D6493E7A975CDF7E7D75F248A514
Rutger,,FE6: The Binding Blade,Player,Myrmidon,Male,,6,0E,13,5553FF7FFF6B1F4B2E19793ED3294E1D567B6F5ECA49DE2D38190B000800A514
Rutger,,FE6: The Binding Blade,Player,Assassin,Male,,,3E,17,007EFF7F9D5FFB464C193919793E4E1D567B6F5E9200353A183292250C19A514
