Character Name,Character Notes,Character Set,Player or Boss,Class Name,Class Notes 1,Class Notes 2,FE6 Hex Address,FE7 Hex Address,FE8 Hex Address,Palette Hex
Marth,,FE1/3: Shadow Dragon,Player,MarthLord,,Custom,85,85,85,5553FF6BF92E9E3B300039001F4BA514821C4645EB5DE530694189412F5AB066
Marth,,FE1/3: Shadow Dragon,Player,Myrmidon,Male,,06,0E,13,007EFF7FFF6B1F4B2E198C76A84DE428567B6F5ECA49C87E267A6451C228A514
Marth,,FE1/3: Shadow Dragon,Player,Assassin,Male,,,3E,17,007EFF7F9D5FFB46CF206A5A8C76A84D567B6F5EA73D582DC87E267A6451A514
Marth,,FE1/3: Shadow Dragon,Player,Swordmaster,Male,,08,10,15,007EFF7FDF57BC3691258C76A84DE428767F6F5ECA49C87E267A6451C228A514
Caeda,,FE1/3: Shadow Dragon,Player,PegasusKnight,,,2A,32,48,5553FF7F5C6B78733F479B738155226AC810967FB61C7873186B124A8B31A514
Caeda,,FE1/3: Shadow Dragon,Player,FalcoKnight,,,2B,33,49,5553FF7F7021DA26FF6BBD4B6B71CF7EC8103C6F98009C6B3867B256C818A514
Caeda,,FE1/3: Shadow Dragon,Player,WyvernKnight_F,Female,,,,24,55539C7F1F7C1F7C183A5F570D199C3D34295B5EBC393825D020EA1CC718A514
Jagen,,FE1/3: Shadow Dragon,Player,Cavalier,Male,,20,28,5,5553FF7FFF63F921994A33119C6FD75E7D2DB8108D0C4B045F3B993A9752A514
Jagen,,FE1/3: Shadow Dragon,Player,Paladin,Male,,22,2A,7,5553FF7FFF637C5FB656BD73FC427826F73D5035CB202C25FC7B586BF55EA514
Jagen,,FE1/3: Shadow Dragon,Player,GreatKnight,Male,,,,35,5553FF7F5A6FD762F049BD77D97B6F77CC6A5A7FB57ECD59176691610B51A514
Cain,,FE1/3: Shadow Dragon,Player,Cavalier,Male,,20,28,5,5553FF7FFF63316EF4316B5559087014D824741C6E14C9241D4736324E1DA514
Cain,,FE1/3: Shadow Dragon,Player,Paladin,Male,,22,2A,7,5553FF7FFF63FB32B12DBF4FFF7F5B5FD82459085408CB183C57B41D2F19A514
Cain,,FE1/3: Shadow Dragon,Player,GreatKnight,Male,,,,35,55535C5FBF4FFB32B229572E7015EE08EB0C7C27D72A131A5908741CCB18A514
Abel,,FE1/3: Shadow Dragon,Player,Cavalier,Male,,20,28,5,5553FF7FFF5B316EF4316B554927482270438926C51522251D4736324E1DA514
Abel,,FE1/3: Shadow Dragon,Player,Paladin,Male,,22,2A,7,5553734EFF6FFB32B12DBF4FFF7F5B5F713F8732C421C418AD350921C814A514
Abel,,FE1/3: Shadow Dragon,Player,GreatKnight,Male,,,,35,5553DE7BBF4FFB32B229734EAD350921C814291FA71AE825713F8732C421A514
Gordin,,FE1/3: Shadow Dragon,Player,Archer,Male,,10,18,19,5553FF7FFF631F4B7626EF16080E2515FE7F345B777FB44F4E3FC81AE419A514
Gordin,,FE1/3: Shadow Dragon,Player,Sniper,Male,,12,1A,1B,5553FF7FFF631F4B2E19EF1608162515FF775B679342FE7F9B7B376FC92DA514
Gordin,,FE1/3: Shadow Dragon,Player,Ranger,Male,,,,1D,5553FF7F5F3B7D2AD3254702EF16080EDD779A6FF75E3146FC224C373011A514
Draug,,FE1/3: Shadow Dragon,Player,Knight,Male,,C,14,9,555341306248D11DA959770AEB7DE51735577F3BB93E3432D329FF7FFE7FA514
Draug,,FE1/3: Shadow Dragon,Player,General,Male,,E,16,B,5553FF7FDF63B942A959273DD325C7085B5F77360E52EC59C9516845052DA514
Draug,,FE1/3: Shadow Dragon,Player,GreatKnight,Male,,,,35,5553DE7B7F3B770AB229D86EF25D2C49C938125A8C4DE73CA959273DE72CA514
Wrys,,FE1/3: Shadow Dragon,Player,Parson,,Custom,AF,AF,AF,5553984BFF63FF63D3255F3BFF63787BA5148A4D4F5E787B8A4D4F5E2C25B14A
Wrys,,FE1/3: Shadow Dragon,Player,Priest,,,14,,45,55539B77FF637D2A2E19FF63FF63FF63F23E2F2A2B5E8A4D0629E330C030A514
Wrys,,FE1/3: Shadow Dragon,Player,Bishop,Male,FE6 ver.,16,,,5553FF7FFF63FF632D21FF63FF631B318A4D773ED0664F5E984BB14A0629A514
Wrys,,FE1/3: Shadow Dragon,Player,Bishop,Male,FE7/8 ver.,,1E,2B,5553FF7FFF63FF632D21FF63FF631B314F5E773ED066984BB14A8A4D0629A514
Wrys,,FE1/3: Shadow Dragon,Player,Sage,Male,,1A,22,27,5553FF7F5F3BFF632E19FF63FF63FF63474DE5400629984BB14A2D3E8729A514
Ogma,,FE1/3: Shadow Dragon,Player,Mercenary,Male,FE6 ver.,2,,,5553FF632C25D3250C529877BF271A2BF36E782ADE575F3BD3257D2A1232A514
Ogma,,FE1/3: Shadow Dragon,Player,Mercenary,Male,FE7/8 ver.,,A,F,5553FF634E19D3250C529877BF27D231F36E782ADE57D6211A2B5F3B2C25A514
Ogma,,FE1/3: Shadow Dragon,Player,Hero,Male,,4,C,11,5553FF635F3B1F4B2C25DE57BF231232596FB562324E4B7A8771C348D325A514
